"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"B-BSLP-EM/H0240","MO-B-BSLP-BULK/H0209","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Olah","MO/220031831","Confirmed","A","kg"
"B-BSLP-EM/H0241","B-BSLP-EM/H0241","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030850","Confirmed","A","Pc(s)"
"B-BSLP-EM/H0241","MO-B-BSLP-BULK/H0210","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Olah","MO/220031841","Confirmed","A","kg"
"B-BSLP-EM/H0242","B-BSLP-EM/H0242","[B-BSLP-EM] Emina Bright Stuff Loose Powder 55 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030851","Confirmed","A","Pc(s)"
"B-BSLP-EM/H0242","MO-B-BSLP-BULK/H0211","[B-BSLP-BULK] Emina Bright Stuff Loose Powder","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Olah","MO/220031830","Confirmed","A","kg"
"TC-RR3LLF01-W/H0026","TC-RR3LLF01-W/H0026","[TC-RR3LLF01-W] Wardah Refill Lightening Powder Foundation Light Feel 01 Light Beige 12 g","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030853","Confirmed","A","Pc(s)"
"TC-RR3LLF01-W/H0026","MO-TC-R3LLF01-BULK/H0063","[TC-R3LLF01-BULK] Wardah Lightening Powder Foundation Light Feel 01 Light Beige","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Olah","MO/220031431","Confirmed","A","kg"
"TC-RR3LLF02-W/H0047","TC-RR3LLF02-W/H0047","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030854","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/H0047","MO-TC-R3LLF02-BULK/H0115","[TC-R3LLF02-BULK] Wardah Lightening Powder Foundation Light Feel 02 Golden Beige","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Olah","MO/220031435","Confirmed","A","kg"
"TC-RR3LLF02-W/H0048","TC-RR3LLF02-W/H0048","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-07-26","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030856","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/H0048","MO-TC-R3LLF02-BULK/H0116","[TC-R3LLF02-BULK] Wardah Lightening Powder Foundation Light Feel 02 Golden Beige","P","2022-07-26","2022-07-29","PTI: Jatake 1 - Olah","MO/220031702","Confirmed","A","kg"
"TC-RR3LLF02-W/H0049","TC-RR3LLF02-W/H0049","[TC-RR3LLF02-W] Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030857","Confirmed","A","Pc(s)"
"TC-RR3LLF02-W/H0049","MO-TC-R3LLF02-BULK/H0117","[TC-R3LLF02-BULK] Wardah Lightening Powder Foundation Light Feel 02 Golden Beige","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Olah","MO/220031774","Confirmed","A","kg"
"TC-RR3LLF03-W/H0036","TC-RR3LLF03-W/H0036","[TC-RR3LLF03-W] Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030858","Confirmed","A","Pc(s)"
"TC-RR3LLF03-W/H0036","MO-TC-R3LLF03-BULK/H0078","[TC-R3LLF03-BULK] Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Olah","MO/220031436","Confirmed","A","kg"
"TC-RR3LLF03-W/H0037","TC-RR3LLF03-W/H0037","[TC-RR3LLF03-W] Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","P","2022-07-26","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030859","Confirmed","A","Pc(s)"
"TC-RR3LLF03-W/H0037","MO-TC-R3LLF03-BULK/H0079","[TC-R3LLF03-BULK] Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink","P","2022-07-26","2022-07-29","PTI: Jatake 1 - Olah","MO/220031697","Confirmed","A","kg"
"TC-RR3LLF04-W/H0033","TC-RR3LLF04-W/H0033","[TC-RR3LLF04-W] Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030860","Confirmed","A","Pc(s)"
"TC-RR3LLF04-W/H0033","MO-TC-R3LLF04-BULK/H0071","[TC-R3LLF04-BULK] Wardah Lightening Powder Foundation Light Feel 04 Natural","P","2022-07-25","2022-07-29","PTI: Jatake 1 - Olah","MO/220031442","Confirmed","A","kg"
"TC-PMN30-MO12G/H0023","TC-PMN30-MO12G/H0023","[TC-PMN30-MO12G] MAKE OVER Powerstay Matte Powder Foundation N30 Natural Beige 12 g","P","2022-08-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030862","Confirmed","A","Pc(s)"
"TC-PMN30-MO12G/H0023","MO-TC-PMN30-BULK/H0023","[TC-PMN30-BULK] Make Over Powerstay Matte Powder Foundation N30 Natural Beige","P","2022-07-28","2022-08-01","PTI: Jatake 1 - Olah","MO/220031817","Confirmed","A","kg"
"TC-PMW41-MO12G/H0016","TC-PMW41-MO12G/H0016","[TC-PMW41-MO12G] MAKE OVER Powerstay Matte Powder Foundation W41 Coral Sand 12 g","P","2022-08-03","2022-08-04","PTI: Jatake 1 - Kemas","MO/220030863","Confirmed","A","Pc(s)"
"TC-PMW41-MO12G/H0016","MO-TC-PMW41-BULK/H0016","[TC-PMW41-BULK] Make Over Powerstay Matte Powder Foundation W41 Coral Sand","P","2022-07-29","2022-08-04","PTI: Jatake 1 - Olah","MO/220031852","Confirmed","A","kg"
"TC-PMC62-MO12G/H0002","TC-PMC62-MO12G/H0002","[TC-PMC62-MO12G] MAKE OVER Powerstay Matte Powder Foundation C62 Rich Cocoa 12 g","P","2022-08-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030864","Confirmed","A","Pc(s)"
"TC-PMC62-MO12G/H0002","MO-TC-PMC62-BULK/H0002","[TC-PMC62-BULK] Make Over Powerstay Matte Powder Foundation C62 Rich Cocoa","P","2022-07-29","2022-08-02","PTI: Jatake 1 - Olah","MO/220031855","Confirmed","A","kg"
"TC-PMC21-MO12G/H0021","TC-PMC21-MO12G/H0021","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030865","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0021","MO-TC-PMC21-BULK/H0021","[TC-PMC21-BULK] Make Over Powerstay Matte Powder Foundation C21 Pink Ivory","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Olah","MO/220031782","Confirmed","A","kg"
"TC-PMC21-MO12G/H0022","TC-PMC21-MO12G/H0022","[TC-PMC21-MO12G] MAKE OVER Powerstay Matte Powder Foundation C21 Pink Ivory 12 g","P","2022-08-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030866","Confirmed","A","Pc(s)"
"TC-PMC21-MO12G/H0022","MO-TC-PMC21-BULK/H0022","[TC-PMC21-BULK] Make Over Powerstay Matte Powder Foundation C21 Pink Ivory","P","2022-07-28","2022-08-01","PTI: Jatake 1 - Olah","MO/220031847","Confirmed","A","kg"
"TC-PMW22-MO12G/H0024","TC-PMW22-MO12G/H0024","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030867","Confirmed","A","Pc(s)"
"TC-PMW22-MO12G/H0024","MO-TC-PMW22-BULK/H0024","[TC-PMW22-BULK] Make Over Powerstay Matte Powder Foundation W22 Warm Ivory","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031820","Confirmed","A","kg"
"TC-PMW22-MO12G/H0025","TC-PMW22-MO12G/H0025","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030868","Confirmed","A","Pc(s)"
"TC-PMW22-MO12G/H0025","MO-TC-PMW22-BULK/H0025","[TC-PMW22-BULK] Make Over Powerstay Matte Powder Foundation W22 Warm Ivory","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031846","Confirmed","A","kg"
"TC-PMW22-MO12G/H0026","TC-PMW22-MO12G/H0026","[TC-PMW22-MO12G] MAKE OVER Powerstay Matte Powder Foundation W22 Warm Ivory 12 g","P","2022-08-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030869","Confirmed","A","Pc(s)"
"TC-PMW22-MO12G/H0026","MO-TC-PMW22-BULK/H0026","[TC-PMW22-BULK] Make Over Powerstay Matte Powder Foundation W22 Warm Ivory","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031833","Confirmed","A","kg"
"B-PT02-MO35G/H0027","B-PT02-MO35G/H0027","[B-PT02-MO35G] MAKE OVER Silky Smooth Translucent Powder 02 Rosy 35 g (Pc(s))","P","2022-07-27","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030870","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0023","B-PT07-MO35G/H0023","[B-PT07-MO35G] MAKE OVER Silky Smooth Translucent Powder 07 Vanilla 35 g","P","2022-07-28","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030872","Confirmed","A","Pc(s)"
"B-PT07-MO35G/H0023","MO-B-PT07-BULK/H0023","[B-PT07-BULK] Silky Smooth Translucent Powder 07 Vanilla","P","2022-07-26","2022-07-28","PTI: Jatake 1 - Olah","MO/220031678","Confirmed","A","kg"
"B-PT01-MO35G/H0032","B-PT01-MO35G/H0032","[B-PT01-MO35G] MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","P","2022-07-28","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030873","Confirmed","A","Pc(s)"
"TWC-CLFTD-W/H0025","TWC-CLFTD-W/H0025","[TWC-CLFTD-W] Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030874","Confirmed","A","Pc(s)"
"TWC-CLFTD-W/H0025","MO-TWC-CLFTD-BULK/H0032","[TWC-CLFTD-BULK] Colorfit Velvet Powder Foundation 32N Neutral Beige","P","2022-07-27","2022-08-02","PTI: Jatake 1 - Olah","MO/220031776","Confirmed","A","kg"
"TWC-CLFTRA-W/H0004","TWC-CLFTRA-W/H0004","[TWC-CLFTRA-W] Wardah Colorfit Velvet Powder Foundation Refill 11C Pink Fair 11 g","P","2022-08-03","2022-08-03","PTI: Jatake 1 - Kemas","MO/220030875","Confirmed","A","Pc(s)"
"TWC-CLFTRA-W/H0004","MO-TWC-CLFTA-BULK/H0025","[TWC-CLFTA-BULK] Colorfit Velvet Powder Foundation 11C Pink Fair","P","2022-07-29","2022-08-03","PTI: Jatake 1 - Olah","MO/220031851","Confirmed","A","kg"
"TWC-CLFTRE-W/H0008","TWC-CLFTRE-W/H0008","[TWC-CLFTRE-W] Wardah Colorfit Velvet Powder Foundation Refill 33W Olive Beige 11 g","P","2022-08-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030876","Confirmed","A","Pc(s)"
"TWC-CLFTRE-W/H0008","MO-TWC-CLFTE-BULK/H0023","[TWC-CLFTE-BULK] Colorfit Velvet Powder Foundation 33W Olive Beige","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031810","Confirmed","A","kg"
"TWC-CLFTRG-W/H0004","TWC-CLFTRG-W/H0004","[TWC-CLFTRG-W] Wardah Colorfit Velvet Powder Foundation Refill 42N Neutral Sand 11 g","P","2022-08-04","2022-08-05","PTI: Jatake 1 - Kemas","MO/220030877","Confirmed","A","Pc(s)"
"TWC-CLFTRG-W/H0004","MO-TWC-CLFTG-BULK/H0015","[TWC-CLFTG-BULK] Colorfit Velvet Powder Foundation 42N Neutral Sand","P","2022-07-29","2022-08-05","PTI: Jatake 1 - Olah","MO/220031858","Confirmed","A","kg"
"TWC-CLFTRF-W/H0003","TWC-CLFTRF-W/H0003","[TWC-CLFTRF-W] Wardah Colorfit Velvet Powder Foundation Refill 43W Golden Sand 11 g","P","2022-08-04","2022-08-05","PTI: Jatake 1 - Kemas","MO/220030878","Confirmed","A","Pc(s)"
"TWC-CLFTRF-W/H0003","MO-TWC-CLFTF-BULK/H0016","[TWC-CLFTF-BULK] Colorfit Velvet Powder Foundation 43W Golden Sand","P","2022-07-29","2022-08-05","PTI: Jatake 1 - Olah","MO/220031856","Confirmed","A","kg"
"MY-RTCRE02-W/H0020","MY-RTCRE02-W/H0020","[MY-RTCRE02-W] Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030879","Confirmed","A","Pc(s)"
"MY-RTCRE02-W/H0020","MO-TC-PC08-BULK/H0113","[TC-PC08-BULK] PERFECT COVER TWC 08 HONEY","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031777","Confirmed","A","kg"
"MY-RTCRE02-W/H0021","MY-RTCRE02-W/H0021","[MY-RTCRE02-W] Malaysia Wardah Exclusive Two Way Cake 02 Light Beige 12 g","P","2022-08-02","2022-08-03","PTI: Jatake 1 - Kemas","MO/220030881","Confirmed","A","Pc(s)"
"MY-RTCRE02-W/H0021","MO-TC-PC08-BULK/H0114","[TC-PC08-BULK] PERFECT COVER TWC 08 HONEY","P","2022-07-29","2022-08-03","PTI: Jatake 1 - Olah","MO/220031849","Confirmed","A","kg"
"MY-RTCRE01-W/H0013","MY-RTCRE01-W/H0013","[MY-RTCRE01-W] Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2022-08-03","2022-08-03","PTI: Jatake 1 - Kemas","MO/220030883","Confirmed","A","Pc(s)"
"MY-RTCRE01-W/H0013","MO-TC-PC02-BULK/H0074","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-29","2022-08-03","PTI: Jatake 1 - Olah","MO/220031861","Confirmed","A","kg"
"MY-RTCRE01-W/H0014","MY-RTCRE01-W/H0014","[MY-RTCRE01-W] Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","P","2022-08-03","2022-08-04","PTI: Jatake 1 - Kemas","MO/220030884","Confirmed","A","Pc(s)"
"MY-RTCRE01-W/H0014","MO-TC-PC02-BULK/H0075","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-29","2022-08-04","PTI: Jatake 1 - Olah","MO/220031865","Confirmed","A","kg"
"MY-RTCRE04-W/H0009","MY-RTCRE04-W/H0009","[MY-RTCRE04-W] Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030894","Confirmed","A","Pc(s)"
"MY-RTCRE04-W/H0010","MY-RTCRE04-W/H0010","[MY-RTCRE04-W] Malaysia Wardah Exclusive Two Way Cake 04 Natural 12 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030895","Confirmed","A","Pc(s)"
"MY-RTCRE05-W/H0006","MY-RTCRE05-W/H0006","[MY-RTCRE05-W] Malaysia Wardah Exclusive Two Way Cake 05 Coffee Beige 12 g","P","2022-08-04","2022-08-04","PTI: Jatake 1 - Kemas","MO/220030896","Confirmed","A","Pc(s)"
"MY-RTCRE05-W/H0006","MO-TC-PC05-BULK/H0054","[TC-PC05-BULK] PERFECT COVER TWC 05 CINNAMON","P","2022-07-29","2022-08-04","PTI: Jatake 1 - Olah","MO/220031863","Confirmed","A","kg"
"B-CLCLPD-W/H0006","B-CLCLPD-W/H0006","[B-CLCLPD-W] Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030906","Confirmed","A","Pc(s)"
"B-CLCLPD-W/H0007","B-CLCLPD-W/H0007","[B-CLCLPD-W] Wardah Colorfit Mattifying Powder 43W Golden Sand 15 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030907","Confirmed","A","Pc(s)"
"TC-PC03-MO12G/H0020","TC-PC03-MO12G/H0020","[TC-PC03-MO12G] MAKE OVER Perfect Cover TWC 03 Maple 12 g (pc(s))","P","2022-07-27","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030908","Confirmed","A","Pc(s)"
"TC-PC05-MO12G/H0015","TC-PC05-MO12G/H0015","[TC-PC05-MO12G] MAKE OVER Perfect Cover TWC 05 Cinnamon 12 g (pc(s))","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030909","Confirmed","A","Pc(s)"
"TC-PC02-MO12G/H0021","TC-PC02-MO12G/H0021","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030910","Confirmed","A","Pc(s)"
"TC-PC02-MO12G/H0021","MO-TC-PC02-BULK/H0076","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Olah","MO/220031775","Confirmed","A","kg"
"TC-PC02-MO12G/H0022","TC-PC02-MO12G/H0022","[TC-PC02-MO12G] MAKE OVER Perfect Cover TWC 02 Coral 12 g (pc(s))","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030911","Confirmed","A","Pc(s)"
"TC-PC02-MO12G/H0022","MO-TC-PC02-BULK/H0077","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Olah","MO/220031778","Confirmed","A","kg"
"TC-PC08-MO12G/H0013","TC-PC08-MO12G/H0013","[TC-PC08-MO12G] MAKE OVER Perfect Cover TWC 08 Honey 12 g (pc(s))","P","2022-08-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030912","Confirmed","A","Pc(s)"
"TC-PC08-MO12G/H0013","MO-TC-PC08-BULK/H0115","[TC-PC08-BULK] PERFECT COVER TWC 08 HONEY","P","2022-07-28","2022-08-01","PTI: Jatake 1 - Olah","MO/220031836","Confirmed","A","kg"
"TC-PC08-MO12G/H0014","TC-PC08-MO12G/H0014","[TC-PC08-MO12G] MAKE OVER Perfect Cover TWC 08 Honey 12 g (pc(s))","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030913","Confirmed","A","Pc(s)"
"TC-PC08-MO12G/H0014","MO-TC-PC08-BULK/H0116","[TC-PC08-BULK] PERFECT COVER TWC 08 HONEY","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031837","Confirmed","A","kg"
"TC-W3RELLB1-W12G/H0016","TC-W3RELLB1-W12G/H0016","[TC-W3RELLB1-W12G] Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","P","2022-07-27","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030914","Confirmed","A","Pc(s)"
"TC-W3RELLI4-W12G/H0021","TC-W3RELLI4-W12G/H0021","[TC-W3RELLI4-W12G] Wardah Refill Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030915","Confirmed","A","Pc(s)"
"TC-W3RELB2-W12G/H0027","TC-W3RELB2-W12G/H0027","[TC-W3RELB2-W12G] Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030916","Confirmed","A","Pc(s)"
"TC-W3RELB2-W12G/H0028","TC-W3RELB2-W12G/H0028","[TC-W3RELB2-W12G] Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030918","Confirmed","A","Pc(s)"
"TC-W3RELI3-W12G/H0021","TC-W3RELI3-W12G/H0021","[TC-W3RELI3-W12G] Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030919","Confirmed","A","Pc(s)"
"TC-W3RELI3-W12G/H0022","TC-W3RELI3-W12G/H0022","[TC-W3RELI3-W12G] Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030920","Confirmed","A","Pc(s)"
"TC-W3RELI3-W12G/H0022","MO-TC-W1C3-BULK/H0034","[TC-W1C3-BULK] Luminous Two Way Cake 03","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031780","Confirmed","A","kg"
"TC-W3RELI3-W12G/H0023","TC-W3RELI3-W12G/H0023","[TC-W3RELI3-W12G] Wardah Refill Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030921","Confirmed","A","Pc(s)"
"TC-W3RELI3-W12G/H0023","MO-TC-W1C3-BULK/H0035","[TC-W1C3-BULK] Luminous Two Way Cake 03","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031781","Confirmed","A","kg"
"TC-RPC01-MO12G/H0011","TC-RPC01-MO12G/H0011","[TC-RPC01-MO12G] MAKE OVER Perfect Cover Refill TWC 01 Lace 12 g (Pc(s))","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030922","Confirmed","A","Pc(s)"
"TC-RPC01-MO12G/H0011","MO-TC-PC01-BULK/H0034","[TC-PC01-BULK] PERFECT COVER TWC 01 LACE","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031825","Confirmed","A","kg"
"TC-RPC02-MO12G/H0014","TC-RPC02-MO12G/H0014","[TC-RPC02-MO12G] MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","P","2022-07-27","2022-07-28","PTI: Jatake 1 - Kemas","MO/220030923","Confirmed","A","Pc(s)"
"TC-RPC02-MO12G/H0014","MO-TC-PC02-BULK/H0078","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-25","2022-07-28","PTI: Jatake 1 - Olah","MO/220031545","Confirmed","A","kg"
"TC-RPC02-MO12G/H0015","TC-RPC02-MO12G/H0015","[TC-RPC02-MO12G] MAKE OVER Perfect Cover Refill TWC 02 Coral 12 g (Pc(s))","P","2022-08-02","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030924","Confirmed","A","Pc(s)"
"TC-RPC02-MO12G/H0015","MO-TC-PC02-BULK/H0079","[TC-PC02-BULK] PERFECT COVER TWC 02 CORAL","P","2022-07-29","2022-08-02","PTI: Jatake 1 - Olah","MO/220031866","Confirmed","A","kg"
"TC-RPC08-MO12G/H0013","TC-RPC08-MO12G/H0013","[TC-RPC08-MO12G] MAKE OVER Perfect Cover Refill TWC 08 Honey 12 g (pc(s))","P","2022-08-02","2022-08-03","PTI: Jatake 1 - Kemas","MO/220030925","Confirmed","A","Pc(s)"
"TC-RPC08-MO12G/H0013","MO-TC-PC08-BULK/H0117","[TC-PC08-BULK] PERFECT COVER TWC 08 HONEY","P","2022-07-29","2022-08-03","PTI: Jatake 1 - Olah","MO/220031848","Confirmed","A","kg"
"B-R3L01LB-W/H0051","B-R3L01LB-W/H0051","[B-R3L01LB-W] Wardah Lightening Matte Powder 01 Light Beige 20 g","P","2022-07-28","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030926","Confirmed","A","Pc(s)"
"B-R3L01LB-W/H0052","B-R3L01LB-W/H0052","[B-R3L01LB-W] Wardah Lightening Matte Powder 01 Light Beige 20 g","P","2022-07-29","2022-07-29","PTI: Jatake 1 - Kemas","MO/220030927","Confirmed","A","Pc(s)"
"B-R3L01LB-W/H0052","MO-B-R3L01LB-BULK/H0052","[B-R3L01LB-BULK] Wardah Lightening Matte Powder 01 Light Beige","P","2022-07-27","2022-07-29","PTI: Jatake 1 - Olah","MO/220031786","Confirmed","A","kg"
"B-R3L01LB-W/H0053","B-R3L01LB-W/H0053","[B-R3L01LB-W] Wardah Lightening Matte Powder 01 Light Beige 20 g","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030928","Confirmed","A","Pc(s)"
"B-R3L01LB-W/H0053","MO-B-R3L01LB-BULK/H0053","[B-R3L01LB-BULK] Wardah Lightening Matte Powder 01 Light Beige","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031770","Confirmed","A","kg"
"B-R3L03I-W/H0025","B-R3L03I-W/H0025","[B-R3L03I-W] Wardah Lightening Matte Powder 03 Ivory 20 g","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030929","Confirmed","A","Pc(s)"
"B-R3L03I-W/H0025","MO-B-R3L03I-BULK/H0025","[B-R3L03I-BULK] Wardah Lightening Matte Powder 03 Ivory","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031766","Confirmed","A","kg"
"B-R3L03I-W/H0026","B-R3L03I-W/H0026","[B-R3L03I-W] Wardah Lightening Matte Powder 03 Ivory 20 g","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030930","Confirmed","A","Pc(s)"
"B-R3L03I-W/H0026","MO-B-R3L03I-BULK/H0026","[B-R3L03I-BULK] Wardah Lightening Matte Powder 03 Ivory","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031784","Confirmed","A","kg"
"B-R3L03I-W/H0027","B-R3L03I-W/H0027","[B-R3L03I-W] Wardah Lightening Matte Powder 03 Ivory 20 g","P","2022-08-01","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030931","Confirmed","A","Pc(s)"
"B-R3L03I-W/H0027","MO-B-R3L03I-BULK/H0027","[B-R3L03I-BULK] Wardah Lightening Matte Powder 03 Ivory","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031769","Confirmed","A","kg"
"B-HRFP-MO/H0005","B-HRFP-MO/H0005","[B-HRFP-MO] MAKE OVER Hydrastay Radiant Finishing Powder 8 gr","P","2022-07-29","2022-08-01","PTI: Jatake 1 - Kemas","MO/220030936","Confirmed","A","Pc(s)"
"B-HRFP-MO/H0005","MO-B-HRFP-BULK/H0005","[B-HRFP-BULK] MAKE OVER Hydrastay Radiant Finishing Powder","P","2022-07-27","2022-08-01","PTI: Jatake 1 - Olah","MO/220031768","Confirmed","A","kg"
"B-DMLP02-EM/H0029","B-DMLP02-EM/H0029","[B-DMLP02-EM] Emina Daily Matte Loose Powder 02 Natural Beige 20 g","P","2022-08-01","2022-08-02","PTI: Jatake 1 - Kemas","MO/220030937","Confirmed","A","Pc(s)"
"B-DMLP02-EM/H0029","MO-B-DMLP02-BULK/H0029","[B-DMLP02-BULK] Emina Daily Matte Loose Powder 02 Natural Beige","P","2022-07-28","2022-08-02","PTI: Jatake 1 - Olah","MO/220031815","Confirmed","A","kg"
