"SNFG","Reference","Product","Sediaan","Scheduled Start Date","Scheduled Finished Date","Operation Type","Manufacturing Order","State","Streamline","Unit of Measure"
"BO-W1B-W4GR/G0012","BO-W1B-W4GR/G0012/02/01","[BO-W1B1&2RNFS4G-W] Blush on W1 B 01 & 02 Refill Not For Sale 4 gr Wardah (Pc(s))","P","2021-07-02","2021-07-06","PTI: Jatake 1 - Press","MO/210023894","Confirmed","B","Pc(s)"
"ES-IPSCP-W/G0004","ES-IPSCP-W/G0004/09/01","[ES-IPSCP-W-09-RP-W1G] Refill Press Instaperfect SPOTLIGHT Chromatic Eye Palette 09","P","2021-07-01","2021-07-06","PTI: Jatake 1 - Press","MO/210023912","Confirmed","B","Pc(s)"
"ES-PSM-MO10G/G0004","ES-PSM-MO10G/G0004/01/01","[TC-FC02-RP-MO1,25G] Refill Press Face Contour Kit 02 Putih Tulang","P","2021-07-02","2021-07-07","PTI: Jatake 1 - Press","MO/210023915","Confirmed","B","Pc(s)"
"EB-EK-W3G/G0011","EB-EK-W3G/G0011","[EB-EK-W3G] Wardah EyeXpert Eyebrow Kit 3 g (Pc(s))","S","2021-07-06","2021-07-08","PTI: Jatake 1 - Kemas","MO/210024071","Confirmed","B","Pc(s)"
"EB-EK-W3G/G0011","EB-EK-W3G/G0011/01/01","[EB-EK-LB-RP-W1GR] Refill Press Wardah EyeXpert Eyebrow Kit Light Brown","P","2021-07-05","2021-07-08","PTI: Jatake 1 - Press","MO/210024207","Confirmed","","Pc(s)"
"BO-MMB02-MO9G/G0003","BO-MMB02-MO9G/G0003","[BO-MMB02-MO9G] MAKE OVER Multifix Matte Blusher 02 Quickpinker 9 g","S","2021-06-29","2021-06-29","PTI: Jatake 1 - Kemas","MO/210024473","Confirmed","A","Pc(s)"
"FM-RLN2-W/BSG0001","FM-RLN2-W/BSG0001","[FM-RLN2-W] Wardah Lightening Blue Clay Mask 50 g","L","2021-07-12","2021-07-13","PTI: Jatake 2 - Kemas","MO/210024737","Confirmed","A","Pc(s)"
"BOTS-MUR100R0-MO/PLG0004","BOTS-MUR100R0-MO/PLG0004","[BOTS-MUR100R0-MO] Botol Sticker Make Up Remover 100 MO Pc(s)","L","2021-07-07","2021-07-08","PTI: Jatake 6 - SFG Kemas","MO/210025118","Confirmed","","Pc(s)"
"MASK-EXPMM-W/G0003","MASK-EXPMM-W/G0003","[MASK-EXPMM-W] Wardah EYEXPERT Liftlast Waterproof Mascara 8 ml","L","2021-07-12","2021-07-12","PTI: Jatake 2 - Kemas","MO/210025379","Confirmed","B","Pc(s)"
"MY-FWPHASN2-EM/G0005","MY-FWPHASN2-EM/G0005","[MY-FWPHASN2-EM] Malaysia Emina Ms. Pimple Acne Solution Face Wash 50 ml","J6","2021-07-13","2021-07-16","PTI: Jatake 6 - Kemas","MO/210025858","Confirmed","SL","Pc(s)"
"MY-FMMPO-EM/G0004","MY-FMMPO-EM/G0004","[MY-FMMPO-EM] Malaysia Emina Masquerade Face Mask Pomegranate 23 g","J6","2021-07-15","2021-07-16","PTI: Jatake 6 - Kemas","MO/210025859","Confirmed","SL","Pc(s)"
"MY-LTCR04-EM/G0003","MY-LTCR04-EM/G0003","[MY-LTCR04-EM] Malaysia Emina Creamytint 04 Wild Berry 3.6 g","J6","2021-07-22","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026676","Confirmed","SL","Pc(s)"
"MY-RBBCLNN2-W/G0004","MY-RBBCLNN2-W/G0004","[MY-RBBCLNN2-W] Malaysia Wardah Lightening BB Cream Natural 15 ml","J6","2021-07-22","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026803","Confirmed","SL","Pc(s)"
"MY-RECRYAG-W/G0011","MY-RECRYAG-W/G0011","[MY-RECRYAG-W] Malaysia Wardah Renew You Anti Aging Eye Cream 10 ml","J6","2021-07-22","2021-07-22","PTI: Jatake 6 - Kemas","MO/210026814","Confirmed","SL","Pc(s)"
"MY-RELBL-W/G0004","MY-RELBL-W/G0004","[MY-RELBL-W] Malaysia Wardah Eyeliner Pencil Black 1.14 g","J6","2021-07-21","2021-07-22","PTI: Jatake 6 - Kemas","MO/210026820","Confirmed","SL","Pc(s)"
"MY-RBOD-W/G0008","MY-RBOD-W/G0008","[MY-RBOD-W] Malaysia Wardah Blush On D 4 g","J6","2021-07-23","2021-07-26","PTI: Jatake 6 - Kemas","MO/210026825","Confirmed","SL","Pc(s)"
"MY-RFWSB-W/G0010","MY-RFWSB-W/G0010","[MY-RFWSB-W] Malaysia Wardah Nature Daily Seaweed Balancing Facial Wash 60 ml","J6","2021-07-21","2021-07-21","PTI: Jatake 6 - Kemas","MO/210026834","Confirmed","SL","Pc(s)"
"MY-RHBLAHMG-W/G0006","MY-RHBLAHMG-W/G0006","[MY-RHBLAHMG-W] Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml","J6","2021-07-23","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026837","Confirmed","SL","Pc(s)"
"MY-RREMEEM-W/G0013","MY-RREMEEM-W/G0013","[MY-RREMEEM-W] Malaysia Wardah EyeXpert Eye & Lip Makeup Remover 100 ml","J6","2021-07-23","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026838","Confirmed","SL","Pc(s)"
"MY-RLCVM05-W/G0009","MY-RLCVM05-W/G0009","[MY-RLCVM05-W] Malaysia Wardah Colorfit Velvet Matte Lip Mousse 05 Artisan Mauve 4 g","J6","2021-07-23","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026867","Confirmed","SL","Pc(s)"
"MY-RLCVM06-W/G0005","MY-RLCVM06-W/G0005","[MY-RLCVM06-W] Malaysia Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g","J6","2021-07-23","2021-07-23","PTI: Jatake 6 - Kemas","MO/210026868","Confirmed","SL","Pc(s)"
"MY-LCUM03-W/G0003","MY-LCUM03-W/G0003","[MY-LCUM03-W] Malaysia Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude 3.6 g","J6","2021-07-23","2021-07-26","PTI: Jatake 6 - Kemas","MO/210026870","Confirmed","SL","Pc(s)"
"L-REMA12-W/G0009","L-REMA12-W/G0009","[L-REMA12-W] Wardah Exclusive Matte Lipstick 12 Maroon 3.5 g","S","2021-07-30","2021-07-31","PTI: Jatake 1 - Kemas","MO/210027339","Confirmed","A","Pc(s)"
"EB-SMUEMA-EM/G0012","EB-SMUEMA-EM/G0012","[EB-SMUEMA-EM] Emina Squeeze Me Up Browcara Woody 8 g","S","2021-08-02","2021-08-03","PTI: Jatake 1 - Kemas","MO/210027357","Confirmed","B","Pc(s)"
"MY-UVSESG-W/G0007","MY-UVSESG-W/G0007","[MY-UVSESG-W] Malaysia Wardah UV Shield Essential Sunscreen Gel SPF 30 40 ml","J6","2021-07-27","2021-08-02","PTI: Jatake 6 - Kemas","MO/210027625","Confirmed","SL","Pc(s)"
"MY-FCLCMC-W/G0004","MY-FCLCMC-W/G0004","[MY-FCLCMC-W] Malaysia Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml","J6","2021-07-28","2021-07-29","PTI: Jatake 6 - Kemas","MO/210027698","Confirmed","SL","Pc(s)"
"MY-FCLCMD-W/G0006","MY-FCLCMD-W/G0006","[MY-FCLCMD-W] Malaysia Wardah Colorfit Matte Foundation 32N Neutral Beige 25 ml","J6","2021-07-28","2021-07-29","PTI: Jatake 6 - Kemas","MO/210027699","Confirmed","SL","Pc(s)"
"MY-UVSASP-W/G0011","MY-UVSASP-W/G0011","[MY-UVSASP-W] Malaysia Wardah UV Shield Active Protection Serum SPF 50 35 ml","J6","2021-07-29","2021-07-30","PTI: Jatake 6 - Kemas","MO/210027734","Confirmed","SL","Pc(s)"
"MY-TCR3LLF05-W/G0001","MY-TCR3LLF05-W/G0001","[MY-TCR3LLF05-W] Malaysia Wardah Lightening Powder Foundation Light Feel 05 Beige 12 g","J6","2021-07-27","2021-07-27","PTI: Jatake 6 - Kemas","MO/210027618","Confirmed","SL","Pc(s)"
"MY-FCLCMG-W/G0003","MY-FCLCMG-W/G0003","[MY-FCLCMG-W] Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml","J6","2021-07-28","2021-07-29","PTI: Jatake 6 - Kemas","MO/210027701","Confirmed","SL","Pc(s)"
"MY-FCLCMH-W/G0003","MY-FCLCMH-W/G0003","[MY-FCLCMH-W] Malaysia Wardah Colorfit Matte Foundation 52N Almond 25 ml","J6","2021-07-30","2021-08-02","PTI: Jatake 6 - Kemas","MO/210027769","Confirmed","SL","Pc(s)"
"MY-FCLCME-W/G0003","MY-FCLCME-W/G0003","[MY-FCLCME-W] Malaysia Wardah Colorfit Matte Foundation 33W Olive Beige 25 ml","J6","2021-07-30","2021-08-02","PTI: Jatake 6 - Kemas","MO/210027770","Confirmed","SL","Pc(s)"
"MY-FCLCMA-W/G0004","MY-FCLCMA-W/G0004","[MY-FCLCMA-W] Malaysia Wardah Colorfit Matte Foundation 11C Pink Fair 25 ml","J6","2021-07-30","2021-08-02","PTI: Jatake 6 - Kemas","MO/210027771","Confirmed","SL","Pc(s)"
"MY-RMPBNS-W/G0017","MY-RMPBNS-W/G0017","[MY-RMPBNS-W] Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml","J6","2021-07-29","2021-07-30","PTI: Jatake 6 - Kemas","MO/210027764","Confirmed","SL","Pc(s)"
"MY-RHBLAHMG-W/G0007","MY-RHBLAHMG-W/G0007","[MY-RHBLAHMG-W] Malaysia Wardah Nature Daily Aloe Hydramild Multifunction Gel 100 ml","J6","2021-07-30","2021-08-02","PTI: Jatake 6 - Kemas","MO/210027777","Confirmed","SL","Pc(s)"
"MY-LSLWCE-W/G0004","MY-LSLWCE-W/G0004","[MY-LSLWCE-W] Malaysia Wardah Colorfit Last All Day Lip Paint 08 Red Repeat 4.2 g","J6","2021-07-26","2021-07-27","PTI: Jatake 6 - Kemas","MO/210027563","Confirmed","SL","Pc(s)"
"MY-RECRYAG-W/G0012","MY-RECRYAG-W/G0012","[MY-RECRYAG-W] Malaysia Wardah Renew You Anti Aging Eye Cream 10 ml","J6","2021-07-26","2021-07-26","PTI: Jatake 6 - Kemas","MO/210027567","Confirmed","SL","Pc(s)"
"MY-FWBSN2-EM/G0005","MY-FWBSN2-EM/G0005","[MY-FWBSN2-EM] Malaysia Emina Bright Stuff Face Wash 100 ml","J6","2021-07-26","2021-07-28","PTI: Jatake 6 - Kemas","MO/210027570","Confirmed","SL","Pc(s)"
"MY-RLIPMLMP02-W/G0003","MY-RLIPMLMP02-W/G0003","[MY-RLIPMLMP02-W] Malaysia Wardah Instaperfect MATTESETTER Lip Matte Paint 02. DEAR 5.5 g","J6","2021-07-26","2021-07-26","PTI: Jatake 6 - Kemas","MO/210027586","Confirmed","SL","Pc(s)"
"EB-EPBL-W/G0008","EB-EPBL-W/G0008","[EB-EPBL-W] Wardah EyeXpert Eyebrow Pencil Black 1.14 g (Blister)","S","2021-08-04","2021-08-04","PTI: Jatake 1 - Kemas","MO/210028524","Confirmed","A","Pc(s)"
"FA-CLFLMHCP-W/G0001","FA-CLFLMHCP-W/G0001","[FA-CLFLMHCP-W] Wardah Colorfit Highlight Contour Palette 01 Light","S","2021-08-05","2021-08-07","PTI: Jatake 1 - Kemas","MO/210028574","Confirmed","B","Pc(s)"
"ES-PRPRP-EM3.3GR/G0007","ES-PRPRP-EM3.3GR/G0007","[ES-PRPRP-EM3.3GR] Emina Pop Rouge Pressed Eye Shadow Romantic 3.3 gr (Pc(s))","P","2021-08-16","2021-08-18","PTI: Jatake 1 - Kemas","MO/210028708","Confirmed","B","Pc(s)"
"BO-PPS-MO8X3,5G/G0008","BO-PPS-MO8X3,5G/G0008/07/01","[BO-07SSRNFSN3,5-MO] Blush on 07 Scarlet Sheen Refill Not For Sale Nett Make Over (Pc(s))","P","2021-08-16","2021-08-19","PTI: Jatake 1 - Press","MO/210028788","Confirmed","B","Pc(s)"
"FA-CLFLMHCP-W/G0002","FA-CLFLMHCP-W/G0002","[FA-CLFLMHCP-W] Wardah Colorfit Highlight Contour Palette 01 Light","S","2021-08-19","2021-08-14","PTI: Jatake 1 - Kemas","MO/210028814","Confirmed","B","Pc(s)"
"CON-C-MO11ML/G0003","CON-C-MO11ML/G0003","[CON-C-MO11ML] MAKE OVER Camouflage Cream Face Concealer 5X2g (Pc(s))","S","2021-08-16","2021-08-19","PTI: Jatake 1 - Kemas","MO/210028833","Confirmed","A","Pc(s)"
"L-LL11-W2.3G/G0010","L-LL11-W2.3G/G0010","[L-LL11-W2.3G] Wardah Lipstick Longlasting 11 Cherrie Glam 2.3 g (Pc(s))","S","2021-08-21","2021-08-23","PTI: Jatake 1 - Kemas","MO/210029605","Confirmed","A","Pc(s)"
"CUS-IPBB13-W/G0001","CUS-IPBB13-W/G0001","[CUS-IPBB13-W] Wardah Instaperfect BOOKMARK MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g","J6","2021-08-18","2021-08-23","PTI: Jatake 6 - Kemas","MO/210029718","Confirmed","SL","Pc(s)"
"FA-CLFLMHCP-W/G0002","FA-CLFLMHCP-RP-W4GR/G0002","[FA-CLFLMHCP-RP-W4GR] Refill Press Wardah Colorfit Highlight Contour Palette 01 Light – Highlighter","P","2021-08-13","2021-08-14","PTI: Jatake 1 - Press","MO/210030130","Confirmed","B","Pc(s)"
"ES-TEB-MO6G/G0026","ES-TEB-MO6G/G0026/03/01","[ES-TPMC2GRRNFS-MO] Eye Shadow Trivia Perfect Matte Cocoa 2gr Refill N Make Over (Pc(s))","P","2021-08-28","2021-09-01","PTI: Jatake 1 - Press","MO/210030689","Confirmed","B","Pc(s)"
"TC-RR3LLF03-W/BSG0048","TC-RR3LLF03-W/BSG0048","[TC-RR3LLF03-W] Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","P","2021-08-31","2021-08-31","PTI: Jatake 1 - Kemas","MO/210031356","Confirmed","A","Pc(s)"
"BO-SCS06-MO3,5G/G0005","BO-06CSRNFS3,5G-MO/G0012","[BO-06CSRNFS3,5G-MO] Blush on 06 Caribbean Sunset Refill Not For Sale 3 Make Over (Pc(s))","P","2021-08-31","2021-09-01","PTI: Jatake 1 - Press","MO/210031422","Confirmed","B","Pc(s)"
"ES-W1D-W3,3GR/G0010","ES-W1D-W3,3GR/G0010/01/01","[ES-W1D-01-RP-W1,1GR] Refill Press Eye Shadow Wardah D 01","P","2021-09-06","2021-09-09","PTI: Jatake 1 - Press","MO/210031436","Confirmed","B","Pc(s)"
"L-HSLWG-MO/G0012","L-HSLWG-MO/G0012","[L-HSLWG-MO] Make Over Hydrastay Smooth Lip Whip C07 Soirée 6.5 g","S","2021-09-02","2021-09-02","PTI: Jatake 1 - Kemas","MO/210031506","Confirmed","A","Pc(s)"
"L-LL13-W2.3G/G0012","L-LL13-W2.3G/G0012","[L-LL13-W2.3G] Wardah Lipstick Longlasting 13 Classic Brown 2.3 g (Pc(s))","S","2021-09-13","2021-09-14","PTI: Jatake 1 - Kemas","MO/210032651","Confirmed","A","Pc(s)"
"ES-SPS-MO2G/G0003","ES-SPS-MO2G/G0003","[ES-SPS-MO2G] MAKE OVER Sparkling Powder Silver 2 g (Pc(s))","P","2021-09-01","2021-09-02","PTI: Jatake 1 - Kemas","MO/210032976","Confirmed","B","Pc(s)"
"REM-LOIMWN2-W/G0015","REM-LOIMWN2-W/G0015","[REM-LOIMWN2-W] Wardah Lightening Oil-Infused Micellar Water 100 ml","L","2021-09-16","2021-09-22","PTI: Jatake 2 - Kemas","MO/210033650","Confirmed","B","Pc(s)"
"L-LTC-OMG/G0001","L-LTC-OMG/G0001","[L-LTC-OMG] OMG Oh My Glam Juicy Kiss Lip Tint Serum – 03 Juicy Peach","L","2021-09-17","2021-09-18","PTI: Jatake 2 - Kemas","MO/210033705","Confirmed","C","Pc(s)"
"L-EVLCR1-W/G0003","L-EVLCR1-W/G0003","[L-EVLCR1-W] Wardah Everyday! Matte Lip Shot 01 #fyp 1.8 g","S","2021-09-09","2021-09-09","PTI: Jatake 1 - Kemas","MO/210034141","Confirmed","A","Pc(s)"
"ES-PNU-MO10G/G0017","ES-PNU-MO10G/G0017","[ES-PNU-MO10G] MAKE OVER Eye Shadow Palette Nudes 10 g (Pc(s))","P","2021-09-11","2021-09-13","PTI: Jatake 1 - Kemas","MO/210034257","Confirmed","B","Pc(s)"
"HBW-BWN2C-BD/G0003","HBW-BWN2C-BD/G0003","[HBW-BWN2C-BD] Biodef Natural Protection Mint + Green Tea Body Wash Antiseptik Alami Pouch 400 ml","L","2021-09-17","2021-09-17","PTI: Jatake 2 - Kemas","MO/210035121","Confirmed","C","Pc(s)"
"HBW-BWN2D-BD/G0004","HBW-BWN2D-BD/G0004","[HBW-BWN2D-BD] Biodef Natural Protection Mint + Yuzu Body Wash Antiseptik Alami Pouch 400 ml","L","2021-09-17","2021-09-17","PTI: Jatake 2 - Kemas","MO/210035205","Confirmed","C","Pc(s)"
"EB-DK02-MO/G0002","EB-DK02-MO/G0002","[EB-DK02-MO] MAKE OVER Eye Brow Definition Kit 02 Grey Brown 6.9 g","S","2021-09-30","2021-10-02","PTI: Jatake 1 - Kemas","MO/210035867","Confirmed","","Pc(s)"
"HBW-HWN1-BD/G0002","HBW-HWN1-BD/G0002","[HBW-HWN1-BD] Biodef Natural Protection Mint + Green Tea Hand Wash Antiseptik Alami Pouch 200 ml","L","2021-09-23","2021-09-23","PTI: Jatake 2 - Kemas","MO/210035917","Confirmed","C","Pc(s)"
"ES-CLPPB-W/G0002","ES-CLPPB-W/G0002","[ES-CLPPB-W] Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 1.8 g","P","2021-09-23","2021-09-25","PTI: Jatake 1 - Kemas","MO/210036134","Confirmed","B","Pc(s)"
"ES-CLPPB-W/G0003","ES-CLPPB-W/G0003","[ES-CLPPB-W] Wardah COLORFIT QUAD EYE PALETTE 02 ROSÉ AURORA 1.8 g","P","2021-09-27","2021-09-28","PTI: Jatake 1 - Kemas","MO/210036190","Confirmed","B","Pc(s)"
"ES-ECL-W3,3GR/BSG0032","ES-ECL-W3,3GR/BSG0032","[ES-ECL-W3,3GR] Wardah EyeXpert Eyeshadow Classic 3,3 gr","P","2000-01-01","2021-10-13","PTI: Jatake 1 - Kemas","MO/210036759","Confirmed","B","Pc(s)"
"ES-EP02-W/BSG0034","ES-EP02-W/BSG0034","[ES-EP02-W] Wardah Exclusive Eyeshadow Palette 02 Rose Glow 10 g","P","2000-01-01","2021-10-07","PTI: Jatake 1 - Kemas","MO/210036760","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0044","ES-EP01-W/BSG0044","[ES-EP01-W] Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","P","2000-01-01","2021-10-07","PTI: Jatake 1 - Kemas","MO/210036761","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0045","ES-EP01-W/BSG0045","[ES-EP01-W] Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","P","2000-01-01","2021-10-13","PTI: Jatake 1 - Kemas","MO/210036762","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0046","ES-EP01-W/BSG0046","[ES-EP01-W] Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","P","2000-01-01","2021-10-13","PTI: Jatake 1 - Kemas","MO/210036763","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0046","ES-EP01-W/BSG0046","[ES-EP01-W-01-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 01 Sunset Brown 01","P","2021-10-12","2021-10-13","PTI: Jatake 1 - Press","MO/210036805","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0047","ES-EP01-W/BSG0047","[ES-EP01-W] Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","P","2000-01-01","2021-10-13","PTI: Jatake 1 - Kemas","MO/210036764","Confirmed","B","Pc(s)"
"ES-EP01-W/BSG0048","ES-EP01-W/BSG0048","[ES-EP01-W] Wardah Exclusive Eyeshadow Palette 01 Sunset Brown 10 g","P","2000-01-01","2021-10-13","PTI: Jatake 1 - Kemas","MO/210036765","Confirmed","B","Pc(s)"
"ES-PNU-MO10G/G0020","ES-PNU-MO10G/G0020/03/01","[ES-PNU-03-RP-MO1,25G] Refill Press Eye Shadow Nudes Palette 03","P","2021-10-16","2021-10-21","PTI: Jatake 1 - Press","MO/210037663","Confirmed","B","Pc(s)"
"ES-EP01-W/G0049","ES-EP01-W/G0049/07/01","[ES-EP01-W-07-RP-W1GR] Refill Press Exclusive Eye Shadow Palette 01 Sunset Brown 07","P","2021-10-16","2021-10-19","PTI: Jatake 1 - Press","MO/210037675","Confirmed","B","Pc(s)"
"BO-SPF01-MOR3,5G/BSG0003","BO-SPF01-MOR3,5G/BSG0003","[BO-01PFRNFSN3,5-MO] Blush on 01 Pink Fantasist Refill Not For Sale Ne Make Over (Pc(s))","P","2000-01-01","2021-10-28","PTI: Jatake 1 - Press","MO/210038536","Confirmed","B","Pc(s)"
"ES-W0I-W3,3GR/G0022","ES-W0I-W3,3GR/G0022/02/01","[ES-W0I-02-RP-W1,1GR] Refill Press Eye Shadow Wardah I 02","P","2021-10-23","2021-10-26","PTI: Jatake 1 - Press","MO/210038539","Confirmed","B","Pc(s)"
"ES-EPS-W3,3GR/G0019","ES-EPS-W3,3GR/G0019/01/01","[ES-EPS-01-RP-W1,1GR] Refill Press Eye Shadow Passionate 01","P","2021-11-03","2021-11-06","PTI: Jatake 1 - Press","MO/210040390","Confirmed","B","Pc(s)"
"DUSS-ANTM40-WM/PLG0005","DUSS-ANTM40-WM/PLG0005","[DUSS-ANTM40-WM] Dus Sticker Acnederm Night Treatment Moisturizer 40 WM","J6","2021-11-01","2021-11-08","PTI: Jatake 6 - SFG Kemas","MO/210040443","Confirmed","SL","Pc(s)"
"DUSS-LSA30R0-WM/PLG0002","DUSS-LSA30R0-WM/PLG0002","[DUSS-LSA30R0-WM] Dus Sticker Lightening Serum Ampoule 30 R0 WM","J6","2021-11-01","2021-11-09","PTI: Jatake 6 - SFG Kemas","MO/210040444","Confirmed","SL","Pc(s)"
"FW-GSN2-L/G0001","FW-GSN2-L/G0001","[FW-GSN2-L] LABORE Sensitive Skin Care GentleBiome Mild Cleanser 225 ml","L","2021-11-02","2021-11-02","PTI: Jatake 2 - Kemas","MO/210041224","Confirmed","C","Pc(s)"
"ES-W1F-W3,3GR/G0006","ES-W1F-W3,3GR/G0006/01/01","[ES-W1F-01-RP-W1,1GR] Refill Press Eye Shadow Wardah F 01","P","2021-11-15","2021-11-16","PTI: Jatake 1 - Press","MO/210041579","Confirmed","B","Pc(s)"
"BO-W1C-W4GR/G0034","BO-W1C-W4GR/G0034/02/01","[BO-W1C1&2RNFS4G-W] Blush on W1 C 01 & 02 Refill Not For Sale 4 gr Wardah (Pc(s))","P","2021-11-11","2021-11-13","PTI: Jatake 1 - Press","MO/210041596","Confirmed","B","Pc(s)"
"BO-W1A-W4GR/G0016","BO-W1A-W4GR/G0016/02/01","[BO-W1A1&2RNFS4G-W] Blush on W1 A 01 & 02 Refill Not For Sale 4 gr Wardah (Pc(s))","P","2021-11-19","2021-11-22","PTI: Jatake 1 - Press","MO/210042765","Confirmed","B","Pc(s)"
"MY-MPHAG-EM/G0007","MY-MPHAG-EM/G0007","[MY-MPHAG-EM] Malaysia Emina Ms. Pimple Acne Solution Moisturizing Gel 20 ml","J6","2021-11-18","2021-11-18","PTI: Jatake 6 - Kemas","MO/210043049","Confirmed","SL","Pc(s)"
"MY-FMMPO-EM/G0007","MY-FMMPO-EM/G0007","[MY-FMMPO-EM] Malaysia Emina Masquerade Face Mask Pomegranate 23 g","J6","2021-11-19","2021-11-22","PTI: Jatake 6 - Kemas","MO/210043053","Confirmed","SL","Pc(s)"
"MY-HBLAVG-EM/G0006","MY-HBLAVG-EM/G0006","[MY-HBLAVG-EM] Malaysia Emina Aloe Vera Gel 60 ml","J6","2021-11-18","2021-11-19","PTI: Jatake 6 - Kemas","MO/210043060","Confirmed","SL","Pc(s)"
"TC-PPCN-MO3X12G/G0007","TC-PPCN-MO3X12G/G0007/01/01","[TC-PC01-RP-MO12GR] Refill Press Perfect Cover TWC 01 Lace (Pc(s))","P","2021-11-30","2021-12-02","PTI: Jatake 1 - Press","MO/210043819","Confirmed","B","Pc(s)"
"ES-TGE-MO6G/G0020","ES-TGE-MO6G/G0020","[ES-TGE-MO6G] MAKE OVER Trivia Eye Shadow Golden Espress 6 g (Pc(s))","P","2021-11-24","2021-11-25","PTI: Jatake 1 - Kemas","MO/210043791","Confirmed","B","Pc(s)"
"ES-TGE-MO6G/G0020","ES-TGE-MO6G/G0020/01/01","[ES-SGCY2GRNFS-MO] Eye Shadow Shiny Glam Chrome Yellow 2gr Refill Not Make Over (Pc(s))","P","2021-11-23","2021-11-25","PTI: Jatake 1 - Press","MO/210043842","Confirmed","B","Pc(s)"
"ES-TGE-MO6G/G0020","ES-TGE-MO6G/G0020/02/01","[ES-SGOF2GRNFS-MO] Eye Shadow Shiny Glam Orange Freak 2gr Refill Not Make Over (Pc(s))","P","2021-11-23","2021-11-25","PTI: Jatake 1 - Press","MO/210043843","Confirmed","B","Pc(s)"
"ES-PNU-MO10G/G0024","ES-PNU-MO10G/G0024/02/01","[ES-PNU-02-RP-MO1,25G] Refill Press Eye Shadow Nudes Palette 02","P","2021-11-25","2021-12-01","PTI: Jatake 1 - Press","MO/210043877","Confirmed","B","Pc(s)"
"HT-P1SRL-P450/G0010","HT-P1SRL-P450/G0010","[HT-P1SRL-P450] Hair Tonic SPA Relaxing Lavender, 450 ml","L","2021-12-06","2021-12-06","PTI: Jatake 2 - Kemas","MO/210044828","Confirmed","B","Pc(s)"
"ES-SPS-MO2G/G0004","ES-SPS-MO2G/G0004","[ES-SPS-MO2G] MAKE OVER Sparkling Powder Silver 2 g (Pc(s))","P","2021-11-30","2021-12-02","PTI: Jatake 1 - Kemas","MO/210045003","Confirmed","B","Pc(s)"
"ES-TIS-MO6G/G0037","ES-TIS-MO6G/G0037/02/01","[ES-SGRB2GRNFS-MO] Eye Shadow Shiny Glam Rich Brown 2gr Refill Not fo Make Over (Pc(s))","P","2021-12-02","2021-12-06","PTI: Jatake 1 - Press","MO/210045048","Confirmed","B","Pc(s)"
"L-CLADC05-W/G0001","L-CLADC05-W/G0001","[L-CLADC05-W] Wardah Colorfit Last All Day Lip Paint 16. Kuala Lumpur Joy","S","2021-12-02","2021-12-02","PTI: Jatake 1 - Kemas","MO/210045127","Confirmed","A","Pc(s)"
"BOTP-HTGIN200RE-P/PLG0024","BOTP-HTGIN200RE-P/PLG0024","[BOTP-HTGIN200RE-P] Botol Print Hair Tonic ginseng Rev 1  200 ml Putri","L","2021-12-02","2021-12-06","PTI: Jatake 6 - SFG Kemas","MO/210045894","Confirmed","","Pc(s)"
"SRM-NFSL8-W/G0001","SRM-NFSL8-W/G0001","[SRM-NFSL8-W] Sample Pajangan Wardah NFS Lightening Serum 8 ml","L","2021-12-05","2021-12-10","PTI: Jatake 2 - Kemas","MO/210046111","Confirmed","A","Pc(s)"
"SS-NFSUVSSPF30-W/G0001","SS-NFSUVSSPF30-W/G0001","[SS-NFSUVSSPF30-W] Sample Pajangan Wardah NFS UV Shield Sunscreen SPF 30","L","2021-12-05","2021-12-10","PTI: Jatake 2 - Kemas","MO/210046112","Confirmed","A","Pc(s)"
"LW-W3O-W240ML/G0006","LW-W3O-W240ML/G0006","[LW-W3O-W240ML] Wardah Soft Body Scrub With Olive 240 ml (Pc(s))","L","2021-12-11","2021-12-13","PTI: Jatake 2 - Kemas","MO/210046178","Confirmed","C","Pc(s)"
