DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY MATTE CUSHION,02330,CUS-PDMCW41-MO,8993137707497,MAKE OVER POWERSTAY DEMI-MATTE COVER CUSHION W41 CORAL SAND 15 G,187387.39,1,0,1,187387.39,0,187387.39,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY MATTE CUSHION,02007,CUS-PDMCN50-MO,8993137705073,MAKE OVER POWERSTAY DEMI-MATTE COVER CUSHION N50 TAN 15 G,187387.39,1,0,1,187387.39,0,187387.39,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02407,TC-PMN40-MO,8993137707763,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N40 SAND 12 G,164864.87,57,0,57,9397297.59,0,9397297.59,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY TWC,02306,TC-PMN50-MO,8993137707213,MAKE OVER POWERSTAY MATTE POWDER FOUNDATION N50 TAN 12 G,164864.87,83,0,83,13683784.21,0,13683784.21,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER HIGHLIGHT & CONTOUR PALETTE,00976,"TC-PPHC-MO8X3,5G",8993137693707,"MAKE OVER PROFESSIONAL HIGHLIGHT & CONTOUR PALETTE 8 X 3,5 G (PC(S))",274774.78,9,0,9,2472973.02,0,2472973.02,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER TWC REFILL,00897,TC-RPC05-MO12G,8993137685542,MAKE OVER PERFECT COVER REFILL TWC 05 CINNAMON 12 G (PC(S)),90991.0,1,0,1,90991,0,90991,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER BLUSH ON REFILL,00673,BO-SST09-MO3.5G,8993137692267,MAKE OVER BO 09 SUMMER TWIST REFILL PACK 3.5 G (PC(S)),41441.45,8,0,8,331531.6,0,331531.6,
DC TASIKMALAYA,PUTRI,SHAMPOO,PUTRI SPA SHAMPOO,00390,S-P1SRL-P200,8993137572095,PUTRI SPA RELAXING SHAMPOO (LAVENDER) 200 ML (PC(S)),10090.1,11,0,11,110991.1,0,110991.1,
DC TASIKMALAYA,PUTRI,HAIR SPRAY,PUTRI HAIR SPRAY,00392,HSP-P1N1B3N-P200,8993137684316,PUTRI HAIR SPRAY NON AEROSOL NORMAL (BIRU) 200 ML (PC(S)),25315.32,6,0,6,151891.92,0,151891.92,
DC TASIKMALAYA,PUTRI,HAIR TONIC,PUTRI HAIR TONIC,00300,HT-P1A1-P200D,8993137262033,"HAIR TONIC ANTI DANDRUFF, 200 MLD",22432.44,3,0,3,67297.32,0,67297.32,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING FACIAL MASK,01636,FM-RL-W60ML,8993137572224,WARDAH LIGHTENING FACIAL MASK 60 ML (PC(S)),17567.57,2,0,2,35135.14,0,35135.14,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU SLEEPING MASK,01615,FM-RYUL-W30G,8993137699945,WARDAH RENEW YOU HYDRAFIRM SLEEPING MASK 30 G,95495.5,1,0,1,95495.5,0,95495.5,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET NIGHT CREAM,00296,M-WSNC-W17ML,8993137692533,WARDAH WHITE SECRET NIGHT CREAM 17 ML (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC TASIKMALAYA,WARDAH,PACKAGE PERSONAL CARE,WARDAH PAKET HAJI PACKAGE,00288,PH-HU-W,8993137677363,PAKET HAJI DAN UMROH WARDAH (PC(S)),123873.88,3,0,3,371621.64,0,371621.64,
DC TASIKMALAYA,WARDAH,FACE CLEANSER,WARDAH LIGHTENING FACIAL SCRUB,01713,FS-RL-W60ML,8993137572231,WARDAH LIGHTENING FACIAL SCRUB 60 ML,14864.87,11,0,11,163513.57,0,163513.57,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY WITCH HAZEL PURIFIYING MOISTURIZER GEL,01607,M-WHPG-W40ML,8993137695114,WARDAH NATURE DAILY WITCH HAZEL PURIFYING MOISTURIZER GEL 40 ML,18468.47,24,0,24,443243.28,0,443243.28,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH PERFECT BRIGHT TONE UP CREAM,01894,M-PBTUC-W,8993137702294,WARDAH PERFECT BRIGHT TONE UP CREAM 20 ML,23693.7,3,0,3,71081.1,0,71081.1,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH NATURE DAILY CAPSULE MASK,02333,FM-NDASR-W,8993137706704,WARDAH NATURE DAILY ALPINE APPLE NUTRITIVE GEL CAPSULE MASK 10 ML,18468.47,8,0,8,147747.76,0,147747.76,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH C-DEFENSE SLEEPING MASK,02336,FM-PBTUWC-W,8993137704137,WARDAH C-DEFENSE WATERCLAY MASK 30 G,36936.94,32,0,32,1181982.08,0,1181982.08,
DC TASIKMALAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE SHADOW,00940,"ES-ECL-W3,3GR",8993137692359,"WARDAH EYEXPERT EYESHADOW CLASSIC 3,3 GR",41441.45,1,0,1,41441.45,0,41441.45,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,00248,M-AGNC-W30GR,8993137691093,WARDAH RENEW YOU ANTI AGING NIGHT CREAM 30 GR (PC(S)),91891.9,2,0,2,183783.8,0,183783.8,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU NIGHT CREAM,00247,M-AGNC-W17ML,8993137692724,WARDAH RENEW YOU ANTI AGING NIGHT CREAM 17 ML (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU DAY CREAM,00245,M-AGDC-W30GR,8993137691086,WARDAH RENEW YOU ANTI AGING DAY CREAM 30 GR (PC(S)),89189.19,1,0,1,89189.19,0,89189.19,
DC TASIKMALAYA,WARDAH,BODY SCRUB,WARDAH SPA BODY SCRUB,00286,LW-W3P-W150ML,8993137681506,WARDAH SOFT BODY SCRUB WITH PASSION FRUIT 150 ML (PC(S)),39639.64,2,0,2,79279.28,0,79279.28,
DC TASIKMALAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE LINER PENCIL,00948,EL-W1B-WTA,8993137574853,WARDAH EYE LINER BLACK,36936.94,4,0,4,147747.76,0,147747.76,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00219,TC-W3RELI3-W12G,8993137680417,WARDAH REFILL EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),30180.19,15,0,15,452702.85,0,452702.85,
DC TASIKMALAYA,WARDAH,BODY SCRUB,WARDAH SPA BODY SCRUB,00284,LW-W3O-W150ML,8993137575133,WARDAH SOFT BODY SCRUB WITH OLIVE 150 ML (PC(S)),39639.64,3,0,3,118918.92,0,118918.92,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING BB CAKE,01244,TC-LPGBB01-W11GR,8993137693943,WARDAH LIGHTENING BB CAKE POWDER 01 LIGHT 11 GR (PC(S)),50900.91,8,0,8,407207.28,0,407207.28,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING BB CAKE,01245,TC-LPGBB02-W11GR,8993137693950,WARDAH LIGHTENING BB CAKE POWDER 02 SHEER PINK 11 GR (PC(S)),50900.91,14,0,14,712612.74,0,712612.74,
DC TASIKMALAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE LINER GEL,01044,"EL-ESG-W2,3GR",8993137690676,"WARDAH EYEXPERT STAYLAST GEL EYELINER 2,3 GR (PC(S))",42727.27,2,0,2,85454.54,0,85454.54,
DC TASIKMALAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYE LINER PEN,00076,EL-EOHB-W1GR,8993137691154,WARDAH EYEXPERT OPTIMUM HI-BLACK LINER 1 GR (PC(S)),68918.92,1,0,1,68918.92,0,68918.92,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH WHITE SECRET EYE CREAM,01510,EC-WSB-W10ML,8993137697163,WARDAH WHITE SECRET BRIGHTENING EYE CREAM 10 ML,72522.53,1,0,1,72522.53,0,72522.53,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING BB CAKE,01246,TC-LPGBB03-W11GR,8993137693967,WARDAH LIGHTENING BB CAKE POWDER 03 NATURAL 11 GR (PC(S)),50900.91,4,0,4,203603.64,0,203603.64,
DC TASIKMALAYA,WARDAH,EYE MAKE UP,WARDAH EYEXPERT EYEBROW PENCIL,00902,EB-W1BL-W,8993137681452,WARDAH EYE BROW BLACK,31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH HYDROGLOSS,00166,"L-W1HYSBC3-W3,8GR",8993137572408,"WARDAH HYDROGLOSS 03 SHEER BROWN 3,8 GR",29279.28,8,0,8,234234.24,0,234234.24,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH HYDROGLOSS,00164,"L-W1HYIPC1-W3,8GR",8993137572385,"WARDAH HYDROGLOSS 01 INVISIBLE PINK 3,8 GR",29279.28,1,0,1,29279.28,0,29279.28,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02054,L-REMO20-W,8993137706292,WARDAH EXCLUSIVE MOIST LIPSTICK 20 PINK PEARL 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02179,CUS-REFC04-W,8993137706285,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 04 NATURAL 15 G,85585.59,6,0,6,513513.54,0,513513.54,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02178,CUS-REFC03-W,8993137706278,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 03 SANDY BEIGE 15 G,85585.59,2,0,2,171171.18,0,171171.18,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE REFILL CUSHION,02176,CUS-REFC01-W,8993137706254,WARDAH REFILL EXCLUSIVE FLAWLESS COVER CUSHION 01 LIGHT BEIGE 15 G,85585.59,1,0,1,85585.59,0,85585.59,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00217,TC-W3RELLB1-W12G,8993137680394,WARDAH REFILL EVD LUM TWO WAY CAKE 01 LIGHT BEIGE 12 G (PC(S)),30180.19,17,0,17,513063.23,0,513063.23,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING LOOSE POWDER,01749,B-L02B-W20G,8993137701013,WARDAH LIGHTENING LOOSE POWDER 02 BEIGE 20 G,31818.18,1,0,1,31818.18,0,31818.18,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00220,TC-W3RELLI4-W12G,8993137680424,WARDAH REFILL EVD LUM TWO WAY CAKE 04 LIGHT IVORY 12 G (PC(S)),30180.19,3,0,3,90540.57,0,90540.57,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIP PALETTE,00173,L-W0PPR-W10G,8993137680646,WARDAH LIP PALETTE PERFECT RED 10 G (PC(S)),62612.62,3,0,3,187837.86,0,187837.86,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIP PALETTE,00174,L-W0PPP-W10G,8993137680653,WARDAH LIP PALETTE PINKY PEACH 10 G (PC(S)),62612.62,1,0,1,62612.62,0,62612.62,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02059,L-REMO30-W,8993137706346,WARDAH EXCLUSIVE MOIST LIPSTICK 30 GOLDEN CORAL 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CUSHION,02030,CUS-EFC04-W,8993137705899,WARDAH EXCLUSIVE FLAWLESS COVER CUSHION 04 NATURAL 15 G,120720.73,8,0,8,965765.84,0,965765.84,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CUSHION,02029,CUS-EFC03-W,8993137705882,WARDAH EXCLUSIVE FLAWLESS COVER CUSHION 03 SANDY BEIGE 15 G,120720.73,3,0,3,362162.19,0,362162.19,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIP PALETTE,00172,L-W0PC-W10G,8993137680639,WARDAH LIP PALETTE CHOCOAHOLIC 10 G (PC(S)),62612.62,4,0,4,250450.48,0,250450.48,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIPBALM,00171,"L-W0BV-W6,5GR",8993137680509,"WARDAH LIPBALM VANILLA 6,5 GR (PC(S))",20270.28,6,0,6,121621.68,0,121621.68,
DC TASIKMALAYA,WARDAH,FACE CLEANSER,WARDAH ACNEDERM BLACKHEAD BALM,01576,A-BPCB-W20G,8993137698818,WARDAH ACNEDERM PORE BLACKHEAD BALM 20 G (PC(S)),34684.69,1,0,1,34684.69,0,34684.69,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIPSTICK MOIST,02060,L-REMO32-W,8993137706353,WARDAH EXCLUSIVE MOIST LIPSTICK 32 SHEER BROWN 3.5 G,36936.94,1,0,1,36936.94,0,36936.94,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE CUSHION,02027,CUS-EFC01-W,8993137705868,WARDAH EXCLUSIVE FLAWLESS COVER CUSHION 01 LIGHT BEIGE 15 G,120720.73,3,0,3,362162.19,0,362162.19,
DC TASIKMALAYA,WARDAH,FACE CLEANSER,WARDAH NATURE DAILY SEAWEED BALANCING CLEANSER,01613,CM-SB-W150ML,8993137695053,WARDAH NATURE DAILY SEAWEED BALANCING CLEANSER 150 ML,21171.18,2,0,2,42342.36,0,42342.36,
DC TASIKMALAYA,WARDAH,FACE CLEANSER,WARDAH LIGHTENING MILK CLEANSER,01709,CM-RL-W150ML,8993137678735,WARDAH LIGHTENING MILK CLEANSER 150 ML,25909.09,4,0,4,103636.36,0,103636.36,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02112,L-CVM01-W,8993137705332,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 01 BROWN DREAMER 4 G,63513.52,6,0,6,381081.12,0,381081.12,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02355,L-CVM010-W,8993137707794,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 10 LIVELY CORAL 4 G,63513.52,1,0,1,63513.52,0,63513.52,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02356,L-CVM011-W,8993137707800,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 11 CHERISH MARMALADE 4 G,63513.52,2,0,2,127027.04,0,127027.04,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02113,L-CVM02-W,8993137705349,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 02 JOYFUL ORANGE 4 G,63513.52,20,0,20,1270270.4,0,1270270.4,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00280,BUT-W3R-W150ML,8993137684811,WARDAH CREAMY BODY BUTTER WITH ROSE 150 ML (PC(S)),45045.05,2,0,2,90090.1,0,90090.1,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02114,L-CVM03-W,8993137705356,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 03 ROSE BALLERINA 4 G,63513.52,52,0,52,3302703.04,0,3302703.04,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00278,BUT-W3O-W150ML,8993137681520,WARDAH CREAMY BODY BUTTER WITH OLIVE 150 ML (PC(S)),45045.05,6,0,6,270270.3,0,270270.3,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00274,BUT-W0R-W100ML,8993137690737,WARDAH CREAMY BODY BUTTER WITH ROSE 100 ML (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02115,L-CVM04-W,8993137705363,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 04 PINK SWEETHEART 4 G,63513.52,65,0,65,4128378.8,0,4128378.8,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00272,BUT-W0O-W100ML,8993137690072,WARDAH CREAMY BODY BUTTER WITH OLIVE 100 ML (PC(S)),31981.99,2,0,2,63963.98,0,63963.98,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02040,TC-RE02-W,8993137678919,WARDAH EXCLUSIVE TWO WAY CAKE 02 LIGHT BEIGE 12 G,79279.28,2,0,2,158558.56,0,158558.56,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02042,TC-RE04-W,8993137679039,WARDAH EXCLUSIVE TWO WAY CAKE 04 NATURAL 12 G,79279.28,2,0,2,158558.56,0,158558.56,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00271,BUT-W0MP-W100ML,8993137690096,WARDAH CREAMY BODY BUTTER WITH MILK & PEARL 100 ML (PC(S)),31981.99,11,0,11,351801.89,0,351801.89,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00264,BUT-W0LG-W50ML,8993137691901,WARDAH CREAMY BODY BUTTER WITH LAVENDER & GINGER 50 ML (PC(S)),19369.37,1,0,1,19369.37,0,19369.37,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE TWC,02043,TC-RE05-W,8993137679046,WARDAH EXCLUSIVE TWO WAY CAKE 05 COFFEE BEIGE 12 G,79279.28,7,0,7,554954.96,0,554954.96,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02116,L-CVM05-W,8993137705370,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 05 ARTISAN MAUVE 4 G,63513.52,9,0,9,571621.68,0,571621.68,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02117,L-CVM06-W,8993137705387,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 06 FUCHSIA LOVER 4 G,63513.52,34,0,34,2159459.68,0,2159459.68,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE,02118,L-CVM07-W,8993137705394,WARDAH COLORFIT VELVET MATTE LIP MOUSSE 07 RED PIONEER 4 G,63513.52,16,0,16,1016216.32,0,1016216.32,
DC TASIKMALAYA,WARDAH,BODY BUTTER,WARDAH SPA BODY BUTTER,00270,BUT-W0LG-W100ML,8993137690744,WARDAH CREAMY BODY BUTTER WITH LAVENDER & GINGER 100 ML (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,COLOGNE,WARDAH SCENTSATION BODY MIST,01883,BP-SPRBM-W100ML,8993137698184,WARDAH SCENTSATION PURITY BODY MIST 100 ML (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,00945,L-EMC04-W4GR,8993137693790,WARDAH EXCLUSIVE MATTE LIP CREAM 04 PINK ME 4 GR (PC(S)),54054.06,3,0,3,162162.18,0,162162.18,
DC TASIKMALAYA,WARDAH,COLOGNE,WARDAH SCENTSATION BODY MIST,01777,BP-SPCBM-W100ML,8993137698177,WARDAH SCENTSATION PEACEFUL BODY MIST 100 ML (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01654,TC-RLPGBB02-W11GR,8993137700214,WARDAH REFILL LIGHTENING BB CAKE POWDER 02 SHEER PINK 11 GR,35135.14,1,0,1,35135.14,0,35135.14,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01057,L-EMC08-W4GR,8993137694469,WARDAH EXCLUSIVE MATTE LIP CREAM 08 PINKCREDIBLE 4 GR (PC(S)),54054.06,1,0,1,54054.06,0,54054.06,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL BB CAKE,01655,TC-RLPGBB03-W11GR,8993137700221,WARDAH REFILL LIGHTENING BB CAKE POWDER 03 NATURAL 11 GR,35135.14,1,0,1,35135.14,0,35135.14,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01075,L-EMC09-W4GR,8993137694476,WARDAH EXCLUSIVE MATTE LIP CREAM 09 MAUVE ON 4 GR (PC(S)),54054.06,1,0,1,54054.06,0,54054.06,
DC TASIKMALAYA,WARDAH,EDT,WARDAH SCENTSATION EDT,01779,BP-SBSE-W35ML,8993137698382,WARDAH SCENTSATION BLISS EAU DE TOILETTE 35 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC TASIKMALAYA,WARDAH,COLOGNE,WARDAH SCENTSATION BODY MIST,01775,BP-SBSBM-W100ML,8993137698146,WARDAH SCENTSATION BLISS BODY MIST 100 ML (PC(S)),31981.99,1,0,1,31981.99,0,31981.99,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01076,L-EMC10-W4GR,8993137694483,WARDAH EXCLUSIVE MATTE LIP CREAM 10 BERRY PRETTY 4 GR (PC(S)),54054.06,2,0,2,108108.12,0,108108.12,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01077,L-EMC11-W4GR,8993137694490,WARDAH EXCLUSIVE MATTE LIP CREAM 11 OH SO NUDE 4 GR (PC(S)),54054.06,1,0,1,54054.06,0,54054.06,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH BLUSH ON,00118,BO-W1B-W4GR,8993137680011,WARDAH BLUSH ON B 4 GR,39639.64,6,0,6,237837.84,0,237837.84,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EXCLUSIVE LIP CREAM,01221,L-EMC14-W4GR,8993137697200,WARDAH EXCLUSIVE MATTE LIP CREAM 14 MY HONEY BEE 4 GR (PC(S)),54054.06,21,0,21,1135135.26,0,1135135.26,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02384,TC-RR3LLF05-W,8993137704915,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 05 BEIGE 12 G,31531.54,13,0,13,409910.02,0,409910.02,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP TINT,01533,L-EVCL02-W5.5G,8993137699525,WARDAH EVERYDAY CHEEK AND LIP TINT 02 MY BAERRY! 5.5 G,38738.74,9,0,9,348648.66,0,348648.66,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02385,TC-RR3LLF06-W,8993137704922,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 06 IVORY 12 G,31531.54,6,0,6,189189.24,0,189189.24,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH EVERYDAY LIP TINT,01534,L-EVCL03-W5.5G,8993137699532,WARDAH EVERYDAY CHEEK AND LIP TINT 03 PINK ON POINT! 5.5 G,38738.74,1,0,1,38738.74,0,38738.74,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01121,L-IM03-W2.3G,8993137694780,WARDAH INTENSE MATTE LIPSTICK 03 PEACH PERFECT 2.3 G (PC(S)),42342.35,1,0,1,42342.35,0,42342.35,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EXCLUSIVE BLUSH ON,02079,BO-E02-W,8993137704779,WARDAH EXCLUSIVE BLUSH ON 02 CORAL PEACH 6.5 G,53153.16,3,0,3,159459.48,0,159459.48,
DC TASIKMALAYA,WARDAH,LIP MAKE UP,WARDAH LIPSTICK INTENSE MATTE,01127,L-IM09-W2.3G,8993137694841,WARDAH INTENSE MATTE LIPSTICK 09 VIBRANT-RED 2.3 G (PC(S)),42342.35,1,0,1,42342.35,0,42342.35,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02386,TC-RR3LLF07-W,8993137704939,WARDAH REFILL LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,31531.54,18,0,18,567567.72,0,567567.72,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02154,TC-RRLLF05-W,8993137704915,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 05 BEIGE 12 G,31531.54,5,0,5,157657.7,0,157657.7,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02155,TC-RRLLF06-W,8993137704922,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 06 IVORY 12 G,31531.54,12,0,12,378378.48,0,378378.48,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING REFILL TWC LIGHT FEEL,02156,TC-RRLLF07-W,8993137704939,WARDAH REFILL LIGHTENING TWO WAY CAKE LIGHT FEEL 07 HONEY BEIGE 12 G,31531.54,37,0,37,1166666.98,0,1166666.98,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00081,BBC-LL-W30ML,8993137690829,WARDAH LIGHTENING BB CREAM LIGHT 30 ML (PC(S)),54954.96,5,0,5,274774.8,0,274774.8,
DC TASIKMALAYA,WARDAH,FACE MOISTURIZER,WARDAH EVERYDAY BB CREAM,00127,BBC-EL-W30ML,8993137690881,WARDAH EVERYDAY BB CREAM LIGHT 30 ML (PC(S)),43243.25,1,0,1,43243.25,0,43243.25,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY LOOSE POWDER,00141,B-W3ELFP04-W30G,8993137678773,WARDAH EVD LUM FACE POWDER 04 NATURAL 30 G (PC(S)),36936.94,1,0,1,36936.94,0,36936.94,
DC TASIKMALAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY CREAMY FOUNDATION LIGHT FEEL,00136,F-W3ELCLFB5-W11G,8993137685481,WARDAH EVD LUM CREAMY FOUNDATION LIGHT FEEL 03 BEIGE 11 G (PC(S)),31981.99,6,0,6,191891.94,0,191891.94,
