DC,BRAND,CAT1,CAT4,ODOO CODE,CORPORATE CODE,BARCODE,ITEM NAME,GT PRICE,QOH,RESERVED (QTY),AVAILABLE (QTY),QOH (Rp),RESERVED (Rp),AVAILABLE (Rp),EXPIRED DATE
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00680,L-CLRR05-MO4G,8993137682848,MAKE OVER CREAMY LUST LIPSTICK 05 RED RHAPSODY 4 G (PC(S)),69369.37,19,0,19,1318018.03,0,1318018.03,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01979,L-CSGC102-MO,8993137702584,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,87387.39,1,0,1,87387.39,0,87387.39,
DC SURABAYA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01141,L-UHBB011-MO2.3G,8993137696876,MAKE OVER ULTRA HI-MATTE LIPSTICK 011 BABY BOMBSHELL 2.3 G (PC(S)),81981.99,1,0,1,81981.99,0,81981.99,
DC SURABAYA,PUTRI,CREAMBATH,PUTRI NATURE REFILL CREAMBATH,00329,CB-P1K-PR1,8993137683937,PUTRI NATURAL CREAMBATH CANDLENUT REFILL 1 KG (PC(S)),32162.17,1,0,1,32162.17,0,32162.17,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY REFILL TWC,00219,TC-W3RELI3-W12G,8993137680417,WARDAH REFILL EVD LUM TWO WAY CAKE 03 IVORY 12 G (PC(S)),30180.19,91,0,91,2746397.29,0,2746397.29,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH LIGHTENING BB CREAM,00083,BBC-LN-W30ML,8993137690850,WARDAH LIGHTENING BB CREAM NATURAL 30 ML (PC(S)),54954.96,5,0,5,274774.8,0,274774.8,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02997,L-CVM07LE-W,8993137713061,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 07 RED PIONEER 4 G,63513.52,2,0,2,127027.04,0,127027.04,
DC SURABAYA,WARDAH,FACE MOISTURIZER,WARDAH RENEW YOU DAY CREAM,00244,M-AGDC-W17ML,8993137692717,WARDAH RENEW YOU ANTI AGING DAY CREAM 17 ML (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC LIGHT FEEL,02375,TC-R3LLF07-W,8993137704908,WARDAH LIGHTENING POWDER FOUNDATION LIGHT FEEL 07 HONEY BEIGE 12 G,46396.4,2,0,2,92792.8,0,92792.8,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02994,L-CVM03LE-W,8993137713030,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 03 ROSE BALLERINA 4 G,63513.52,1,0,1,63513.52,0,63513.52,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH LIGHTENING TWC EXTRA COVER,02367,TC-R3LEC03-W,8993137691024,WARDAH LIGHTENING POWDER FOUNDATION EXTRA COVER 03 SHEER PINK 10 G,50900.91,1,0,1,50900.91,0,50900.91,
DC SURABAYA,WARDAH,FACE MAKE UP,WARDAH EVERYDAY CONCEALER,00125,"F-WODF-W4,5GR",8993137677776,"WARDAH DOUBLE FUNCTION KIT 4,5 GR",45945.95,6,0,6,275675.7,0,275675.7,
DC SURABAYA,WARDAH,LIP MAKE UP,WARDAH COLORFIT LIP MOUSSE WOMEN'S DAY SPECIAL EDITION,02993,L-CVM02LE-W,8993137713023,WARDAH COLORFIT VELVET MATTE LIP MOUSSE - WOMEN'S DAY SPECIAL EDITION 02 JOYFUL ORANGE 4 G,63513.52,5,0,5,317567.6,0,317567.6,
DC TASIKMALAYA,CRYSTALLURE,FACE CLEANSER,CRYSTALLURE MICELLAR GEL,02173,REM-CDAMG-W,8993137702386,WARDAH CRYSTALLURE SUPREME DOUBLE ACTION MICELLAR GEL 150 ML,104954.96,2,0,2,209909.92,0,209909.92,
DC TASIKMALAYA,CRYSTALLURE,LIP MAKE UP,CRYSTALLURE LIP CREAM SHINE,02435,L-CPRLC01-W,8993137704717,WARDAH CRYSTALLURE PRECIOUS LIQUID LIP COUTURE 01 ROYALE 6.5 G,96846.85,17,0,17,1646396.45,0,1646396.45,
DC TASIKMALAYA,CRYSTALLURE,FACE MOISTURIZER,CRYSTALLURE HYDRA GEL,02175,M-CSAHG-W,8993137705288,WARDAH CRYSTALLURE SUPREME ADVANCED HYDRA GEL 50 G,183783.79,7,0,7,1286486.53,0,1286486.53,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01679,L-CM14-EM5.5GR,8993137700580,EMINA CREAMATTE 14 GINGERALE 5.5 GR,41441.45,5,0,5,207207.25,0,207207.25,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01677,L-CM12-EM5.5GR,8993137700566,EMINA CREAMATTE 12 PERKY PLUM 5.5 GR,41441.45,2,0,2,82882.9,0,82882.9,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SMOOCHIES LIP BALM,01043,LB-SLN-EM3.7GR,8993137691765,EMINA SMOOCHIES LIP BALM LEMONADE 3.7 GR (PC(S)),26576.58,1,0,1,26576.58,0,26576.58,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01104,L-CM07-EM5.5GR,8993137694360,EMINA CREAMATTE 07 TUMBLEWEED 5.5 GR (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02136,LT-CR02-EM,8993137704816,EMINA CREAMYTINT 02 PEACH CRUSH 3.6 G,38738.74,9,0,9,348648.66,0,348648.66,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02137,LT-CR03-EM,8993137704823,EMINA CREAMYTINT 03 SUNBEAM 3.6 G,38738.74,18,0,18,697297.32,0,697297.32,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01102,L-CM05-EM5.5GR,8993137694346,EMINA CREAMATTE 05 FLAMINGO 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02138,LT-CR04-EM,8993137704830,EMINA CREAMYTINT 04 WILD BERRY 3.6 G,38738.74,13,0,13,503603.62,0,503603.62,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMYTINT,02139,LT-CR05-EM,8993137704847,EMINA CREAMYTINT 05 CHERRY SODA 3.6 G,38738.74,7,0,7,271171.18,0,271171.18,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA MAGIC POTION,02317,LT-MP05-EM,8993137706629,EMINA MAGIC POTION 05 SUMMER 5.5 ML,40540.55,1,0,1,40540.55,0,40540.55,
DC TASIKMALAYA,EMINA,FACE CLEANSER,EMINA DIRT-LESS IN SIGHT MAKE UP REMOVER,01016,MUR-DIS-EM50ML,8993137693585,EMINA DIRT-LESS IN SIGHT MAKE UP REMOVER 50 ML (PC(S)),22972.98,1,0,1,22972.98,0,22972.98,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01101,L-CM04-EM5.5GR,8993137694339,EMINA CREAMATTE 04 FROSTBITE 5.5 GR (PC(S)),41441.45,1,0,1,41441.45,0,41441.45,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01100,L-CM01-EM5.5GR,8993137694308,EMINA CREAMATTE 01 CHOCOLAVA 5.5 GR (PC(S)),41441.45,2,0,2,82882.9,0,82882.9,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,00770,B-BMLPLB2-EM8GR,8993137691352,EMINA BARE WITH ME MINERAL LOOSE POWDER 02 LIGHT BEIGE 8 GR (PCS)),47747.75,1,0,1,47747.75,0,47747.75,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01213,L-SM02U-EM2.3G,8993137695268,EMINA SOULMATTE LIPSTICK 02 UNICORN 2.3 G (PC(S)),50450.46,1,0,1,50450.46,0,50450.46,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,01917,L-CUSH02-EM,8993137702195,EMINA LIP CUSHION 02. BE CHERRY 9 G,49099.1,1,0,1,49099.1,0,49099.1,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02360,L-CUSH03-EM,8993137706872,EMINA LIP CUSHION 03. GET BERRY 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01664,L-SM09H-EM2.3G,8993137700313,EMINA SOULMATTE LIPSTICK 09 HEATHER 2.3 G,50450.46,4,0,4,201801.84,0,201801.84,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02361,L-CUSH04-EM,8993137706889,EMINA LIP CUSHION 04. SAY CORAL 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA MOIST IN A BOTTLE,01021,M-IAB-EM50ML,8993137693561,EMINA MOIST IN A BOTTLE 50 ML (PC(S)),25225.23,1,0,1,25225.23,0,25225.23,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02362,L-CUSH05-EM,8993137706896,EMINA LIP CUSHION 05. SQUASH IT UP 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP CUSHION,02363,L-CUSH06-EM,8993137706902,EMINA LIP CUSHION 06. COFFEE PLEASE 9 G,49099.1,2,0,2,98198.2,0,98198.2,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CITY CHIC CC CREAM,01015,CCC-CCN-EM20ML,8993137691338,EMINA CITY CHIC CC CREAM NATURAL 20 ML (PC(S)),48198.2,1,0,1,48198.2,0,48198.2,
DC TASIKMALAYA,EMINA,EYE MAKE UP,EMINA MASCARA,00822,MASK-SLA-EM5GR,8993137692663,EMINA STAR LASH AQUA MASCARA 5 GR (PC(S)),43693.7,3,0,3,131081.1,0,131081.1,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CHEEK LIT PRESSED BLUSH,00782,BO-CLPPTVB-EM3.5GR,8993137691956,EMINA CHEEK LIT PRESSED BLUSH VIOLET BERRY 3.5 GR (PC(S)),32882.89,10,0,10,328828.9,0,328828.9,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CHEEK LIT PRESSED BLUSH,00780,BO-CLPPPML-EM3.5GR,8993137692007,EMINA CHEEK LIT PRESSED BLUSH MARSHMALLOW LADY 3.5 GR (PC(S)),32882.89,5,0,5,164414.45,0,164414.45,
DC TASIKMALAYA,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02468,HS-AVHGN2-EM,8993137710404,EMINA ALOE VERA HAND GEL 50 ML,14864.87,90,0,90,1337838.3,0,1337838.3,
DC TASIKMALAYA,EMINA,HAND CLEANSING,EMINA ALOE VERA HAND GEL,02450,HS-AVHG-EM,8993137710268,EMINA ALOE VERA HAND GEL 60 ML,15765.77,14,0,14,220720.78,0,220720.78,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CHEEK LIT PRESSED BLUSH,00779,BO-CLPPCCC-EM3.5GR,8993137691963,EMINA CHEEK LIT PRESSED BLUSH COTTON CANDY 3.5 GR (PC(S)),32882.89,1,0,1,32882.89,0,32882.89,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CHEEK LIT PRESSED BLUSH,00781,BO-CLPCS-EM3.5GR,8993137691987,EMINA CHEEK LIT PRESSED BLUSH SUGARCANE 3.5 GR (PC(S)),32882.89,3,0,3,98648.67,0,98648.67,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA CHEEK LIT CREAM BLUSH,01642,BO-CLCVI-EM10ML,8993137700030,EMINA CHEEK LIT CREAM BLUSH VIOLET 10 ML,27477.48,4,0,4,109909.92,0,109909.92,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01663,L-SM08G-EM2.3G,8993137700306,EMINA SOULMATTE LIPSTICK 08 GEMSTONE 2.3 G,50450.46,6,0,6,302702.76,0,302702.76,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01217,L-SM06R-EM2.3G,8993137695305,EMINA SOULMATTE LIPSTICK 06 RED QUEEN 2.3 G (PC(S)),50450.46,1,0,1,50450.46,0,50450.46,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01214,L-SM03F-EM2.3G,8993137695275,EMINA SOULMATTE LIPSTICK 03 FAIRY FANTASY 2.3 G (PC(S)),50450.46,1,0,1,50450.46,0,50450.46,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA ALOE VERA GEL,02033,HBL-AVG-EM,8993137702201,EMINA ALOE VERA GEL 60 ML,24774.78,9,0,9,222973.02,0,222973.02,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA LIP TINT ERASER,01804,REM-LTWO-EM10ML,8993137699402,EMINA LIP TINT ERASER 10 ML,36486.49,9,0,9,328378.41,0,328378.41,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA MASQUERADE SHEET MASK,01795,FM-MSSO-EM,8993137702645,EMINA MASQUERADE FACE MASK SUNFLOWER SEED OIL 23 G,12612.62,8,0,8,100900.96,0,100900.96,
DC TASIKMALAYA,EMINA,FACE CLEANSER,EMINA DOT BURST FACE WASH,01276,FW-DBR-EM60ML,8993137692809,EMINA DOT BURST FACE WASH 60 ML (PC(S)),16216.22,9,0,9,145945.98,0,145945.98,
DC TASIKMALAYA,EMINA,FACE CLEANSER,EMINA DOUBLE BUBBLE FACE WASH,00912,FW-DBL-EM60ML,8993137692793,EMINA DOUBLE BUBBLE FACE WASH 60 ML (PC(S)),16216.22,4,0,4,64864.88,0,64864.88,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,00772,B-BMLPE4-EM8GR,8993137691376,EMINA BARE WITH ME MINERAL LOOSE POWDER 04 EBONY 8 GR (PCS)),47747.75,2,0,2,95495.5,0,95495.5,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL MILD FOUNDATION,02453,F-BWMM03-EM,8993137707862,EMINA BARE WITH ME MINERAL MILD FOUNDATION 03 CARAMEL 30 ML,68918.92,4,0,4,275675.68,0,275675.68,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01045,FM-MGT-EM60ML,8993137693516,EMINA GREEN TEA LATTE FACE MASK 60 ML (PC(S)),27027.03,4,0,4,108108.12,0,108108.12,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01266,FM-GS-EM60ML,8993137693509,EMINA GRAPE SEED OLIVE FACE MASK 60 ML (PC(S)),34234.24,1,0,1,34234.24,0,34234.24,
DC TASIKMALAYA,EMINA,FACE CLEANSER,EMINA DOUBLE THE MOIST FACE TONER,00826,FT-DTM-EM50ML,8993137692755,EMINA DOUBLE THE MOIST FACE TONER 50 ML (PC(S)),23873.88,12,0,12,286486.56,0,286486.56,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA PORE RANGER,01735,PRM-PR-EM20ML,8993137698542,EMINA PORE RANGER 20 ML (PC(S)),54954.96,1,0,1,54954.96,0,54954.96,
DC TASIKMALAYA,EMINA,FACE MOISTURIZER,EMINA FACE MASK,01649,FM-SL-EM60ML,8993137693530,EMINA CRANBERRY JUICE FACE MASK 60 ML,34234.24,3,0,3,102702.72,0,102702.72,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA SOULMATTE LIPSTICK,01662,L-SM07G-EM2.3G,8993137700290,EMINA SOULMATTE LIPSTICK 07 GUMMY 2.3 G,50450.46,6,0,6,302702.76,0,302702.76,
DC TASIKMALAYA,EMINA,FACE MAKE UP,EMINA BARE WITH ME MINERAL LOOSE POWDER,00769,B-BMLPF1-EM8GR,8993137691345,EMINA BARE WITH ME MINERAL LOOSE POWDER 01 FAIR 8 GR (PCS)),47747.75,3,0,3,143243.25,0,143243.25,
DC TASIKMALAYA,EMINA,LIP MAKE UP,EMINA CREAMATTE,01680,L-CM15-EM5.5GR,8993137700597,EMINA CREAMATTE 15 CHOCOPUFF 5.5 GR,41441.45,4,0,4,165765.8,0,165765.8,
DC TASIKMALAYA,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT BLUSH ON STICK,01762,BO-IPCBBC02-W5.6G,8993137700993,WARDAH INSTAPERFECT CITY BLUSH BLUSHER CLICK 02. ADORE 5.6 G,105855.86,7,0,7,740991.02,0,740991.02,
DC TASIKMALAYA,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT BB CUSHION,01759,CUS-IPMB13-W15G,8993137701082,WARDAH INSTAPERFECT MINERALIGHT MATTE BB CUSHION 13. BEIGE 15 G,154954.96,2,0,2,309909.92,0,309909.92,
DC TASIKMALAYA,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT BB CUSHION,01757,CUS-IPMB11-W15G,8993137701068,WARDAH INSTAPERFECT MINERALIGHT MATTE BB CUSHION 11. FAIR 15 G,154954.96,1,0,1,154954.96,0,154954.96,
DC TASIKMALAYA,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIP CREAM,01755,L-IPMLMP04-W5.5G,8993137700962,WARDAH INSTAPERFECT MATTESETTER LIP MATTE PAINT 04. VIBE 5.5 G,77927.93,1,0,1,77927.93,0,77927.93,
DC TASIKMALAYA,INSTAPERFECT,FACE MAKE UP,INSTAPERFECT TWC,01689,TC-IPMFPF13-W13G,8993137700641,WARDAH INSTAPERFECT MATTE FIT POWDER FOUNDATION 13. BEIGE 13 G,104954.96,1,0,1,104954.96,0,104954.96,
DC TASIKMALAYA,INSTAPERFECT,LIP MAKE UP,INSTAPERFECT LIPSTICK MATTETITUDE,01856,L-IPMMS02-W3.5G,8993137701273,WARDAH INSTAPERFECT MATTETITUDE MATTE STAIN LIPSTICK 02. NOBLE 3.5 G,65765.77,1,0,1,65765.77,0,65765.77,
DC TASIKMALAYA,KAHF,FACE CLEANSER,KAHF FACE WASH,02812,FW-PCSRB-KA,8993137710411,KAHF SKIN ENERGIZING AND BRIGHTENING FACE WASH 100 ML,31981.99,2,0,2,63963.98,0,63963.98,
DC TASIKMALAYA,KAHF,FACE CLEANSER,KAHF FACE WASH,02813,FW-PCSAC-KA,8993137710428,KAHF OIL AND ACNE CARE FACE WASH 100 ML,31981.99,2,0,2,63963.98,0,63963.98,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02400,PRM-PRI01-MO,8993137706643,MAKE OVER POWERSTAY RADIANT ILLUMINIZER LUMIERE 25 G,109909.91,2,0,2,219819.82,0,219819.82,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER POWERSTAY LIP STAIN,02104,L-PVW01-MO,8993137705462,MAKE OVER POWERSTAY VIVID WATERLITE LIP STAIN A01 BUMBLE 5.5 G,91891.9,86,0,86,7902703.4,0,7902703.4,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP COLOR PALETTE,00691,"L-PPP02-MO5X1,7G",8993137692274,"MAKE OVER LIP COLOR PALETTE PEPLUM PINK 02 5X1,7 G (PC(S))",128828.83,1,0,1,128828.83,0,128828.83,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00714,L-LRT-MO5ML,8993137683296,MAKE OVER LIQUID LIP COLOR RED TEMPTATION 5 ML (PC(S)),69369.37,2,0,2,138738.74,0,138738.74,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIQUID LIP COLOR,00709,L-LH-MO5ML,8993137683289,MAKE OVER LIQUID LIP COLOR HAZELNUT 5 ML (PC(S)),69369.37,3,0,3,208108.11,0,208108.11,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER ULTRA HI-MATTE LIPSTICK,01145,L-UHFF015-MO2.3G,8993137696906,MAKE OVER ULTRA HI-MATTE LIPSTICK 015 FAME FATALE 2.3 G (PC(S)),81981.99,2,0,2,163963.98,0,163963.98,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON MATTE,01558,L-CSMC103-MO2.6G,8993137699303,MAKE OVER COLOR STICK MATTE CRAYON 103 HARPER 2.6 G,87387.39,2,0,2,174774.78,0,174774.78,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP BALM MATTE,01503,L-CSMB104-MO3G,8993137699310,MAKE OVER COLOR STICK MATTE BALM 104 HARPER 3 G,90000.0,3,0,3,270000,0,270000,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01979,L-CSGC102-MO,8993137702584,MAKE OVER COLOR STICK GLOSS CRAYON 102 ABIGAIL 3 G,87387.39,14,0,14,1223423.46,0,1223423.46,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP CRAYON GLOSSY,01978,L-CSGC101-MO,8993137702577,MAKE OVER COLOR STICK GLOSS CRAYON 101 VERONICA 3 G,87387.39,7,0,7,611711.73,0,611711.73,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER LIP BALM,00750,"LB-V-MO3,8G",8993137683531,"MAKE OVER LIPBALM LIP NUTRITION VANILLA LATTE 3,8 G (PC(S))",41441.45,1,0,1,41441.45,0,41441.45,
DC TASIKMALAYA,MAKE OVER,LIP MAKE UP,MAKE OVER CREAMY LUST LIPSTICK,00678,L-CLRP03-MO4G,8993137682824,MAKE OVER CREAMY LUST LIPSTICK 03 RAISIN PLUM 4 G (PC(S)),69369.37,6,0,6,416216.22,0,416216.22,
DC TASIKMALAYA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01968,M-PSRT20-MO,8993137702942,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 20 LIGHT BEIGE 40 ML,121621.63,19,0,19,2310810.97,0,2310810.97,
DC TASIKMALAYA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01969,M-PSRT30-MO,8993137702959,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 30 BEIGE 40 ML,121621.63,32,0,32,3891892.16,0,3891892.16,
DC TASIKMALAYA,MAKE OVER,FACE MOISTURIZER,MAKE OVER POWERSKIN TINTED MOISTURIZER,01970,M-PSRT40-MO,8993137702966,MAKE OVER POWERSKIN RADIANT TINTED MOISTURIZER 40 MEDIUM BEIGE 40 ML,121621.63,49,0,49,5959459.87,0,5959459.87,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY HIGHLIGHTER PALETTE,01922,FA-UGHP-MO,8993137702171,MAKE OVER POWERSTAY ULTRA GLOW HIGHLIGHTER 3 X 3.5 G,165765.77,1,0,1,165765.77,0,165765.77,
DC TASIKMALAYA,MAKE OVER,,,T626,F-TPTCMCW22-MO,,MAKE OVER TESTER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W22 WARM IVORY 12 G,120909.09,12,0,12,1450909.08,0,1450909.08,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02195,F-PTCMCW52-MO,8993137705004,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W52 WARM TAN 12 G,121621.63,24,0,24,2918919.12,0,2918919.12,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY CREAMY FOUNDATION,02194,F-PTCMCW42-MO,8993137704991,MAKE OVER POWERSTAY TOTAL COVER MATTE CREAM FOUNDATION W42 WARM SAND 12 G,121621.63,6,0,6,729729.78,0,729729.78,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION,02424,F-LPWN50-MO,8993137707374,MAKE OVER POWERSTAY WEIGHTLESS LIQUID FOUNDATION N50 TAN 33 ML,145945.95,12,0,12,1751351.4,0,1751351.4,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY ILLUMINATOR,02401,PRM-PRI02-MO,8993137706650,MAKE OVER POWERSTAY RADIANT ILLUMINIZER SUN KISSED 25 G,109909.91,12,0,12,1318918.92,0,1318918.92,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00636,ES-TMFT-MO6G,8993137690973,MAKE OVER TRIVIA EYE SHADOW MAGICAL FAIRY TALE 6 G (PC(S)),78378.38,5,0,5,391891.9,0,391891.9,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW TRIVIA,00634,ES-TLFS-MO6G,8993137690980,MAKE OVER TRIVIA EYE SHADOW LOVE AT FIRST SIGHT 6 G (PC(S)),78378.38,3,0,3,235135.14,0,235135.14,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW POWDER,00622,ES-SPS-MO2G,8993137683500,MAKE OVER SPARKLING POWDER SILVER 2 G (PC(S)),54054.06,1,0,1,54054.06,0,54054.06,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE SHADOW PALETTE,01262,ES-PSM-MO10G,8993137694230,MAKE OVER EYE SHADOW PALETTE SMOKEY 10 G (PC(S)),179279.28,2,0,2,358558.56,0,358558.56,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYE SHADOW PRIMER,02082,ES-PPR-MO,8993137701471,MAKE OVER POWERSTAY EYESHADOW PRIMER 7 G,73873.88,6,0,6,443243.28,0,443243.28,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER EYE LINER PENCIL,00650,EL-PNS-MO1.2G,8993137692700,"MAKE OVER EYE LINER PENCIL NUDE SLEEK 1,2 G (PC(S))",73873.88,8,0,8,590991.04,0,590991.04,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER TWC,00892,TC-PC06-MO12G,8993137681674,MAKE OVER PERFECT COVER TWC 06 CAPPUCCINO 12 G (PC(S)),137837.84,2,0,2,275675.68,0,275675.68,
DC TASIKMALAYA,MAKE OVER,EYE MAKE UP,MAKE OVER POWERSTAY EYEBROW MASCARA,02022,EB-DMCC-MO,8993137702317,MAKE OVER POWERSTAY BROW DEFINER MASCARA 03 COFFEE CREAM 6.5 G,100900.91,47,0,47,4742342.77,0,4742342.77,
DC TASIKMALAYA,MAKE OVER,FACE MAKE UP,MAKE OVER POWERSTAY MATTE CUSHION,02006,CUS-PDMCW42-MO,8993137705066,MAKE OVER POWERSTAY DEMI-MATTE COVER CUSHION W42 WARM SAND 15 G,187387.39,2,0,2,374774.78,0,374774.78,
