Code,Product,Quantity on Hand,Reserved,Available
P837,Wardah Tester Lipstick Longlasting 06 Delicate Pink 2.3 g (Pc(s)),24674.0,3200.0,21474.0
P838,Wardah Tester Lipstick Longlasting 07 Raspberry Hip 2.3 g (Pc(s)),10822.0,716.0,10106.0
P839,Wardah Tester Lipstick Longlasting 08 Red Velvet 2.3 g (Pc(s)),952.0,84.0,868.0
P840,Wardah Tester Lipstick Longlasting 09 Vibrant Red 2.3 g (Pc(s)),4644.0,204.0,4440.0
P841,Wardah Tester Lipstick Longlasting 10 Stylish Mocca 2.3 g (Pc(s)),9156.0,728.0,8428.0
P842,Wardah Tester Lipstick Longlasting 11 Cherrie Glam 2.3 g (Pc(s)),5148.0,272.0,4876.0
P843,Wardah Tester Lipstick Longlasting 12 Lustrous Red 2.3 g (Pc(s)),5495.0,2048.0,3447.0
P844,Wardah Tester Lipstick Longlasting 13 Classic Brown 2.3 g (Pc(s)),665.0,36.0,629.0
P845,Wardah Tester Lipstick Longlasting 14 Violet Pink 2.3 g (Pc(s)),1087.0,384.0,703.0
P846,Wardah Tester Intense Matte Lipstick 01 Socialite Peach 2.3 g (Pc(s)),2.0,0.0,2.0
P847,Wardah Tester Intense Matte Lipstick 02 Blushing Nude 2.3 g (Pc(s)),1.0,0.0,1.0
P848,Wardah Tester Intense Matte Lipstick 03 Peach Perfect 2.3 g (Pc(s)),4479.0,200.0,4279.0
P849,Wardah Tester Intense Matte Lipstick 04 Mauve Mellow 2.3 g (Pc(s)),3684.0,284.0,3400.0
P850,Wardah Tester Intense Matte Lipstick 05 Easy Brownie 2.3 g (Pc(s)),2767.0,104.0,2663.0
P852,Wardah Tester Intense Matte Lipstick 07 Passionate Pink 2.3 g (Pc(s)),4855.0,2288.0,2567.0
P853,Wardah Tester Intense Matte Lipstick 08 Retro Red 2.3 g (Pc(s)),120.0,0.0,120.0
P854,Wardah Tester Intense Matte Lipstick 09 Vibrant-Red 2.3 g (Pc(s)),10840.0,284.0,10556.0
P855,Wardah Tester Intense Matte Lipstick 10 Miss Terracotta 2.3 g (Pc(s)),21039.0,1076.0,19963.0
P856,Wardah Tester Intense Matte Lipstick 11 Choco Town 2.3 g (Pc(s)),44472.0,1460.0,43012.0
P857,Wardah Tester Intense Matte Lipstick 12 Lady Burgundy 2.3 g (Pc(s)),7296.0,32.0,7264.0
P863,Wardah Tester White Secret Pure Treatment Essence 100 ml (Pc(s)),4710.0,156.0,4554.0
P864,Wardah Tester Renew You Treatment Essence 100 ml (Pc(s)),4493.0,168.0,4325.0
P921,Wardah Tester Container Evd Lum Creamy Foundation Light Feel 02 Light Beige 11 gr (Pc(s)),352.0,0.0,352.0
P922,Wardah Tester Container Evd Lum Creamy Foundation Light Feel 01 Sheer Pink11 gr (Pc(s)),518.0,90.0,428.0
P923,Wardah Tester EyeXpert Aqua Lash Mascara 6 gr,3670.0,306.0,3364.0
P924,Wardah Tester EyeXpert Perfectcurl Mascara 7 gr,6598.0,408.0,6190.0
P930,"Wardah Tester Double Function Kit 4,5 gr (Pc(s))",446.0,0.0,446.0
P931,Wardah Tester EyeXpert Eyeshadow Classic 3.3 gr,4402.0,120.0,4282.0
P932,Wardah Tester EyeXpert Eyeshadow Passionate 3.3 gr,3230.0,240.0,2990.0
P955,Wardah Tester White Secret Day Cream 30 gr (Pc(s)),4227.0,328.0,3899.0
P956,Wardah Tester Renew You Anti Aging Day Cream 30 gr (Pc(s)),21446.0,1176.0,20270.0
P969,Wardah Tester Lightening BB Cake Powder 01 Light 11 gr (Pc(s)),8322.0,390.0,7932.0
P970,Wardah Tester Lightening BB Cake Powder 02 Sheer Pink 11 gr (Pc(s)),7534.0,498.0,7036.0
P971,Wardah Tester Lightening BB Cake Powder 03 Natural 11 gr (Pc(s)),8021.0,570.0,7451.0
P976,Wardah Tester Renew You Anti Aging Night Cream 30 gr (Pc(s)),1093.0,504.0,589.0
T106,"Wardah Tester Lipstick Exclusive 41 Charming Red 3,8 gr (Pc(s))",1.0,0.0,1.0
T108,"Wardah Tester Lipstick Long Lasting 04 Antique Pink 2,5 gr (Pc(s))",192.0,192.0,0.0
T118,"Wardah Tester Lipstick Matte 17 Gorgeous Pink 3,8 gr (Pc(s))",1.0,0.0,1.0
