Code,Product,Quantity on Hand,Reserved,Available
00290,Wardah White Secret Day Cream 30 gr (pc(s)),29.0,0.0,29.0
00291,Wardah White Secret Exfoliating Lotion 150 ml (Pc(s)),14.0,0.0,14.0
00292,"White Secret Exfoliating Scrub, 40 ml",9.0,0.0,9.0
00294,Wardah White Secret Facial Wash with AHA 100 ml (Pc(s)),60.0,0.0,60.0
00295,Wardah White Secret Intense Brightening Essence 17 ml (pc(s)),45.0,0.0,45.0
00296,Wardah White Secret Night Cream 17 ml (pc(s)),82.0,0.0,82.0
00297,Wardah White Secret Night Cream 30 gr (Pc(s)),14.0,0.0,14.0
00298,Wardah White Secret Pure Brightening Cleanser 150 ml (Pc(s)),12.0,0.0,12.0
00299,Wardah White Secret Exfoliating Scrub 50 ml (Pc(s)),39.0,0.0,39.0
00300,"Hair Tonic Anti Dandruff, 200 mld",3.0,0.0,3.0
00301,"Hair Tonic Ginseng, 200 ml",4.0,0.0,4.0
00302,"Hair Tonic Ginseng, 200 mld",1.0,0.0,1.0
00303,"Hair Tonic Ginseng, 450 ml",4.0,0.0,4.0
00305,"Hair Tonic Normal Hair (Yellow), 200 ml",12.0,0.0,12.0
00306,"Hair Tonic Normal Hair (Yellow), 200 mld",2.0,0.0,2.0
00307,"Hair Tonic Normal Hair (Yellow), 450 ml",15.0,0.0,15.0
00309,"Hair Tonic Normal to Oily Hair (Green), 200 ml",7.0,0.0,7.0
00311,"Hair Tonic Normal to Oily Hair (Green), 450 ml",4.0,0.0,4.0
00312,"Hair Tonic Normal to Oily Hair (Green), 2 L",2.0,0.0,2.0
00314,Putri Natural Candlenut Oil 100 ML (Pc(s)),5.0,0.0,5.0
00315,Putri Natural Creambath Aloe Vera 240 ML (Pc(s)),1.0,0.0,1.0
00321,Putri Natural Creambath Ginseng 240 ML (Pc(s)),1.0,0.0,1.0
00322,Putri Natural Creambath Ginseng 720 ML (Pc(s)),1.0,0.0,1.0
00324,Putri Natural Creambath Candlenut 720 ML (Pc(s)),1.0,0.0,1.0
00325,Putri Natural Creambath Aloe Vera Refill 1 KG (Pc(s)),6.0,0.0,6.0
00326,Putri Natural Creambath Avocado Refill 1 KG (Pc(s)),37.0,0.0,37.0
00328,Putri Natural Creambath Ginseng Refill 1 KG (Pc(s)),1.0,0.0,1.0
00329,Putri Natural Creambath Candlenut Refill 1 KG (Pc(s)),4.0,0.0,4.0
00330,Putri Platinum Deep Moisturizer Spray 200 ML (Pc(s)),24.0,0.0,24.0
00331,Putri Platinum Hair Mask 240 ML (Pc(s)),4.0,0.0,4.0
00332,Putri Platinum Hair Mask 720 ML (Pc(s)),8.0,0.0,8.0
00333,Putri Platinum Neutralizer Step 2 240 ML (Pc(s)),7.0,0.0,7.0
00334,Putri Platinum Neutralizer Step 2 720 ML (Pc(s)),1.0,0.0,1.0
