"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"5055","-","BOTO-SBSLPR3-E/H0065","BOTO-SBSLPR3-E/H0065","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5056","MO-TC-R3LLF03-BULK/H0031","TC-RR3LLF03-W/H0013","TC-RR3LLF03-W/H0013","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-RR3LLF03-W","(not set)",""
"5057","-","BOTO-SBSLPR3-E/H0066","BOTO-SBSLPR3-E/H0066","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5058","-","BOTO-SBSLPR3-E/H0067","BOTO-SBSLPR3-E/H0067","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5059","MO-TC-R3LLF04-BULK/H0023","TC-RR3LLF04-W/H0011","TC-RR3LLF04-W/H0011","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-RR3LLF04-W","(not set)",""
"5060","-","BOTO-SBSLPR3-E/H0068","BOTO-SBSLPR3-E/H0068","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Botol+Shrink Bright Stuff Loose Powder R3 E","Next Process","Done","BOTO-SBSLPR3-E","(not set)",""
"5061","MO-TC-R3LLF05-BULK/H0011","TC-RR3LLF05-W/H0006","TC-RR3LLF05-W/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 05 Beige 12 g","Next Process","Done","TC-RR3LLF05-W","(not set)",""
"5062","MO-TC-R3LLF06-BULK/H0013","TC-RR3LLF06-W/H0007","TC-RR3LLF06-W/H0007","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 06 Ivory 12 g","Next Process","Done","TC-RR3LLF06-W","(not set)",""
"5063","MO-TC-R3LLF07-BULK/H0004","TC-RR3LLF07-W/H0002","TC-RR3LLF07-W/H0002","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Lightening Powder Foundation Light Feel 07 Honey Beige 12 g","Next Process","Done","TC-RR3LLF07-W","(not set)",""
"5064","MO-TC-PC02-BULK/H0031","TC-RRE01-W/H0004","TC-RRE01-W/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Exclusive Two Way Cake 01 Sheer Pink 12 g","Next Process","Done","TC-RRE01-W","(not set)",""
"5065","MO-TC-PC03-BULK/H0041","TC-RRE03-W/H0013","TC-RRE03-W/H0013","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","Next Process","Done","TC-RRE03-W","(not set)",""
"5066","MO-TC-PC03-BULK/H0042","TC-RRE03-W/H0014","TC-RRE03-W/H0014","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Exclusive Two Way Cake 03 Sandy Beige 12 g","Next Process","Done","TC-RRE03-W","(not set)",""
"5067","MO-TWC-CLFTB-BULK/H0003","TWC-CLFTB-W/H0003","TWC-CLFTB-W/H0003","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Colorfit Velvet Powder Foundation 22N Light Ivory 11 g","Next Process","Done","TWC-CLFTB-W","(not set)",""
"5068","MO-B-PMTP-BULK/H0005","B-PMT-MO11G/H0005","B-PMT-MO11G/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Powerstay Mattifying Transparent Powder 11 g","Next Process","Done","B-PMT-MO11G","(not set)",""
"5069","MO-TC-W1C3-BULK/H0009","TC-W3ELI3-W12G/H0004","TC-W3ELI3-W12G/H0004","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Two Way Cake 03 Ivory 12 g (Pc(s))","Next Process","Done","TC-W3ELI3-W12G","(not set)",""
"5070","MO-TWC-CLFTD-BULK/H0005","TWC-CLFTD-W/H0005","TWC-CLFTD-W/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Colorfit Velvet Powder Foundation 32N Neutral Beige 11 g","Next Process","Done","TWC-CLFTD-W","(not set)",""
"5071","MO-TC-W1C1-BULK/H0010","TC-W3ELLB1-W12G/H0005","TC-W3ELLB1-W12G/H0005","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","Next Process","Done","TC-W3ELLB1-W12G","(not set)",""
"5072","MO-TC-W1C2-BULK/H0013","TC-W3RELB2-W12G/H0010","TC-W3RELB2-W12G/H0010","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Evd Lum Two Way Cake 02 Beige 12 g (Pc(s))","Next Process","Done","TC-W3RELB2-W12G","(not set)",""
"5073","MO-TC-W1C1-BULK/H0011","TC-W3RELLB1-W12G/H0006","TC-W3RELLB1-W12G/H0006","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Evd Lum Two Way Cake 01 Light Beige 12 g (Pc(s))","Next Process","Done","TC-W3RELLB1-W12G","(not set)",""
"5074","MO-TC-W1I2C4-BULK/H0011","TC-W3RELLI4-W12G/H0008","TC-W3RELLI4-W12G/H0008","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Refill Evd Lum Two Way Cake 04 Light Ivory 12 g (Pc(s))","Next Process","Done","TC-W3RELLI4-W12G","(not set)",""
"5075","MO-BASE-PC-BULK/H0015","BASE-PC-BULK/H0015","BASE-PC-BULK/H0015","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Base Perfect Cover Two Way Cake","Next Process","Done","BASE-PC-BULK","(not set)",""
"5076","MO-B-PBTUBB-BULK/H0020","B-PBTUBB-W/H0020","B-PBTUBB-W/H0020","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Perfect Bright BB Powder 50 g","Next Process","Done","B-PBTUBB-W","(not set)",""
"5077","MO-B-PBTUBB-BULK/H0019","B-PBTUBB-W/H0019","B-PBTUBB-W/H0019","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Perfect Bright BB Powder 50 g","Next Process","Done","B-PBTUBB-W","(not set)",""
"5078","MO-BO-W1A-01 BULK/H0004","BO-W1A-W4GR/H0004","BO-W1A-W4GR/H0004/01/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","(not set)",""
"5079","MO-BO-W1A-02 BULK/H0004","BO-W1A-W4GR/H0004","BO-W1A-W4GR/H0004/02/01","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","Wardah Blush On A 4 gr","Next Process","Done","BO-W1A-W4GR","(not set)",""
"5080","MO-FA-RGH-BULK/H0008","FA-RGH-MO13G/H0014","FA-RGH-RP-MO13GR/H0009","PLANNER","(not set)","1","2022-03-04 17:44:00+07","2022-03-14","2022-03-19","MAKE OVER Riche Glow Face Highlighter 13 g","Next Process","Done","FA-RGH-MO13G","(not set)",""
"5081","MO-BP-SJYE-BULK/H0003","BP-SJYE-W35ML/H0003","BP-SJYE-W35ML/H0003","NDC","JADWAL BARU","1","2022-03-04 16:13:57+07","2022-02-26","2022-03-05","Wardah Scentsation Joyful Eau De Toilette 35 ml (Pc(s))","Next Process","Done","BP-SJYE-W35ML","(not set)",""
"5082","MO-M-LDCN-BULK/H0021","M-LDCN1-W/H0012","M-LDCN1-W/H0012","NDC","JADWAL BARU","1","2022-03-04 16:13:57+07","2022-03-01","2022-03-04","Wardah Lightening Day Cream Advanced Niacinamide 20 mL","Next Process","Done","M-LDCN1-W","CI02A",""
"5083","MO-FT-LFT-BULK/H0033","FT-LFT-W/H0022","FT-LFT-W/H0022","NDC","JADWAL BARU","1","2022-03-04 16:13:57+07","2022-03-01","2022-03-05","Wardah Lightening Face Toner 125 ml","Next Process","Done","FT-LFT-W","CI01B",""
"5084","MO-TC-R3LLF01-BULK/H0017","TC-R3LLF01-W/H0010","TC-R3LLF01-W/H0010","NDC","JADWAL BARU","1","2022-03-04 16:11:05+07","2022-02-26","2022-03-05","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Next Process","Done","TC-R3LLF01-W","CI03A",""
"5085","MO-B-BSLP-BULK/H0055","B-BSLP-EM/H0059","B-BSLP-EM/H0059","NDC","JADWAL BARU","1","2022-03-04 16:11:05+07","2022-03-02","2022-03-07","Emina Bright Stuff Loose Powder 55 g","Next Process","Done","B-BSLP-EM","CI02A",""
"5086","MO-M-PD-BULK/H0003","M-P1PD-P200/H0003","M-P1PD-P200/H0003","NDC","JADWAL BARU","1","2022-03-04 14:20:44+07","2022-02-26","2022-03-04","Putri Platinum Deep Moisturizer Spray 200 ML (Pc(s))","Next Process","Done","M-P1PD-P200","CI01A",""
"5087","MO-M-BSTUC-BULK/H0007","M-BSTUC-EM/H0007","M-BSTUC-EM/H0007","NDC","JADWAL BARU","1","2022-03-04 14:20:44+07","2022-02-26","2022-03-02","Emina Bright Stuff Tone Up Cream 20 ml","Next Process","Done","M-BSTUC-EM","BI26A",""
"5088","-","TC-R3LLF03-W/BSH0001","TC-R3LLF03-W/BSH0001","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-03-02","2022-03-04","Wardah Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-R3LLF03-W","(not set)",""
"5089","MO-ES-W0I-02 BULK/H0006","ES-W0I-W3,3GR/H0006","ES-W0I-W3,3GR/H0006/02/01","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-02-25","2022-03-04","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","BI26A",""
"5090","MO-ES-W0I-01 BULK/H0007","ES-W0I-W3,3GR/H0006","ES-W0I-W3,3GR/H0006/01/01","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-02-25","2022-03-04","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","BI26A",""
"5091","-","TC-RR3LLF03-W/BSH0001","TC-RR3LLF03-W/BSH0001","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-03-02","2022-03-04","Wardah Refill Lightening Powder Foundation Light Feel 03 Sheer Pink 12 g","Next Process","Done","TC-RR3LLF03-W","(not set)",""
"5092","MO-B-PBTUBB-BULK/H0012","B-PBTUBB-W/H0012","B-PBTUBB-W/H0012","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-03-01","2022-03-04","Wardah Perfect Bright BB Powder 50 g","Next Process","Done","B-PBTUBB-W","CI01A",""
"5093","MO-ES-W0I-03 BULK/H0006","ES-W0I-W3,3GR/H0006","ES-W0I-W3,3GR/H0006/03/01","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-02-25","2022-03-04","Wardah Eye Shadow I 3,3 gr (pc(s))","Next Process","Done","ES-W0I-W3,3GR","BI26A",""
"5094","-","TC-RR3LEC02-W/BSH0003","TC-RR3LEC02-W/BSH0003","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-03-03","2022-03-04","Wardah Refill Lightening Powder Foundation Extra Cover 02 Golden Beige 10 g","Next Process","Done","TC-RR3LEC02-W","(not set)",""
"5095","MO-L-CVM09-BULK/H0008","L-CVM09-W/H0008","L-CVM09-W/H0008","NDC","JADWAL BARU","1","2022-03-04 14:07:01+07","2022-02-26","2022-03-05","Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g","Next Process","Done","L-CVM09-W","BI26B",""
"5096","MO-S-USS-BULK/H0017","S-US-W170ML/H0017","S-US-W170ML/H0017","NDC","JADWAL BARU","1","2022-03-04 13:32:30+07","2022-02-25","2022-03-02","Wardah Hairfall Treatment Shampoo 170 ml (pc(s))","Next Process","Done","S-US-W170ML","BI26A",""
"5097","(not set)","MY-RCUSIPMB12-W/H0001","MY-RCUSIPMB12-W/H0001","NDC","JADWAL BARU","1","2022-03-04 11:21:20+07","2022-03-04","2022-03-07","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 12. IVORY 15 g","Next Process","Done","MY-RCUSIPMB12-W","(not set)",""
"5098","(not set)","MY-RMAHC-W/H0004","MY-RMAHC-W/H0004","NDC","JADWAL BARU","1","2022-03-04 11:21:20+07","2022-03-04","2022-03-07","Malaysia Wardah Nature Daily Aloe Hydramild Moisturizer Cream 40 ml","Next Process","Done","MY-RMAHC-W","(not set)",""
"5099","MO-L-EVLCR4-BULK/H0002","L-EVLCR4-W/H0002","L-EVLCR4-W/H0002","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-02-26","2022-03-04","Wardah Everyday! Matte Lip Shot 04 #ootd 1.8 g","Next Process","Done","L-EVLCR4-W","CI01A",""
"5100","MO-ES-W1G-01 BULK/H0004","ES-PRPBK-EM3.3GR/H0002","ES-PRPBK-EM3.3GR/H0002/02/01","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-02-25","2022-03-04","Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","Next Process","Done","ES-PRPBK-EM3.3GR","BI25A",""
"5101","MO-L-LLS03-BULK/H0006","L-LLS03-EM/H0006","L-LLS03-EM/H0006","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-03-01","2022-03-04","Emina Watercolor Lip Serum 03 Dusk 2 g","Next Process","Done","L-LLS03-EM","CI02A",""
"5102","MO-L-CM03-BULK/H0004","L-CM03-EM5.5GR/H0004","L-CM03-EM5.5GR/H0004","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-03-01","2022-03-04","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","Next Process","Done","L-CM03-EM5.5GR","CI01A",""
"5103","-","TC-R3LLF02-W/BSH0002","TC-R3LLF02-W/BSH0002","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-03-02","2022-03-04","Wardah Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-R3LLF02-W","(not set)",""
"5104","MO-ES-PRPBK01-BULK/H0002","ES-PRPBK-EM3.3GR/H0002","ES-PRPBK-EM3.3GR/H0002/01/01","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-02-24","2022-03-04","Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","Next Process","Done","ES-PRPBK-EM3.3GR","BI25A",""
"5105","MO-B-R3L01LB-BULK/H0019","B-R3L01LB-W/H0019","B-R3L01LB-W/H0019","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-03-01","2022-03-04","Wardah Lightening Matte Powder 01 Light Beige 20 g","Next Process","Done","B-R3L01LB-W","CI02A",""
"5106","-","TC-RR3LLF02-W/BSH0001","TC-RR3LLF02-W/BSH0001","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-03-02","2022-03-04","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"5107","MO-ES-PMEO-BULK/H0005","ES-PRPBK-EM3.3GR/H0002","ES-PRPBK-EM3.3GR/H0002/03/01","NDC","JADWAL BARU","1","2022-03-04 11:19:33+07","2022-02-25","2022-03-04","Emina Pop Rouge Pressed Eye Shadow Brick 3.3 gr (Pc(s))","Next Process","Done","ES-PRPBK-EM3.3GR","BI26A",""
"5108","(not set)","L-RCLCLS2-W/H0002","L-RCLCLS2-W/H0002","QC FG","JADWAL BARU","1","2022-03-04 11:18:28+07","2022-04-19","2022-04-20","Wardah Colorfit Fresh Lip Ink Serum 02 Smart Cookie 4 g","Next Process","Done","L-RCLCLS2-W","(not set)",""
"5109","(not set)","L-RCLCLS8-W/H0001","L-RCLCLS8-W/H0001","QC FG","JADWAL BARU","1","2022-03-04 11:17:35+07","2022-04-18","2022-04-19","Wardah Colorfit Fresh Lip Ink Serum 08 Go Getter 4 g","Next Process","Done","L-RCLCLS8-W","(not set)",""
"5110","MO-FW-RWSABHA-BULK/H0009","FW-RWSABHA-W/H0009","FW-RWSABHA-W/H0009","NDC","JADWAL BARU","1","2022-03-04 10:38:51+07","2022-03-01","2022-03-05","Wardah Crystal Secret Foaming Cleanser with Natural AHA+PHA 100 ml","Next Process","Done","FW-RWSABHA-W","CI02A",""
"5111","MO-L-IMC008-BULK/H0003","L-IMC008-MO6,5G/H0003","L-IMC008-MO6,5G/H0003","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-02","2022-03-04","MAKE OVER Intense Matte Lip Cream 008 Libertine 6,5 g (Pc(s))","Next Process","Done","L-IMC008-MO6,5G","CI02A",""
"5112","MO-L-IPEI08-BULK/H0005","L-IPEI08-W/H0005","L-IPEI08-W/H0005","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-01","2022-03-04","Wardah Instaperfect Everlast Intense Matte Liquid 08 DASHING 4.2 g","Next Process","Done","L-IPEI08-W","(not set)",""
"5113","MO-L-PTMC01-BULK/H0008","L-PTMC01-MO/H0008","L-PTMC01-MO/H0008","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-01","2022-03-04","MAKE OVER Powerstay Transferproof Matte Lip Cream B01 No. 1 7 g","Next Process","Done","L-PTMC01-MO","CI02A",""
"5114","MO-L-IMC003-BULK/H0004","L-IMC003-MO6,5G/H0004","L-IMC003-MO6,5G/H0004","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-01","2022-03-04","MAKE OVER Intense Matte Lip Cream 003 Secret 6,5 g (Pc(s))","Next Process","Done","L-IMC003-MO6,5G","CI01A",""
"5115","MO-L-PTMCB-BULK/H0006","L-PTMCB-MO/H0006","L-PTMCB-MO/H0006","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-02-25","2022-03-04","MAKE OVER Powerstay Transferproof Matte Lip Cream B10 M.O. 7 g","Next Process","Done","L-PTMCB-MO","(not set)",""
"5116","MO-L-IPEI07-BULK/H0004","L-IPEI07-W/H0004","L-IPEI07-W/H0004","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-01","2022-03-04","Wardah Instaperfect Everlast Intense Matte Liquid 07 EFFORTLESS 4.2 g","Next Process","Done","L-IPEI07-W","CI01A",""
"5117","MO-L-HSLWJ-BULK/H0001","L-HSLWJ-MO/H0002","L-HSLWJ-MO/H0002","NDC","JADWAL BARU","1","2022-03-04 10:38:36+07","2022-03-01","2022-03-04","Make Over Hydrastay Smooth Lip Whip C10 Vow 6.5 g","Next Process","Done","L-HSLWJ-MO","BI26A",""
"5118","-","DUSS-PMFW42R0-MO/H0002","DUSS-PMFW42R0-MO/H0002","QC FG","JADWAL BARU","1","2022-03-04 10:33:20+07","2022-03-04","2022-03-05","Dus Sticker Powerstay Matte Powder Foundation W42 MO","Next Process","Done","DUSS-PMFW42R0-MO","(not set)",""
"5119","MO-L-MLCE-BULK/H0014","L-MLCE-OMG/H0013","L-MLCE-OMG/H0013","NDC","JADWAL BARU","1","2022-03-04 09:54:40+07","2022-03-01","2022-03-02","OMG OH MY GLAM Matte Kiss Lip Cream 05 Punch 3.5 g","Next Process","Done","L-MLCE-OMG","CI01A",""
"5120","MO-FW-PBCFLO-BULK/H0035","MY-RFWPBCFBO-W/H0005","MY-RFWPBCFBO-W/H0005","NDC","JADWAL BARU","1","2022-03-04 09:35:43+07","2022-02-24","2022-03-04","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Oil Control 100 ml","Next Process","Done","MY-RFWPBCFBO-W","BI25C",""
"5121","(not set)","P-ELPBJ-MO/H0002","P-ELPBJ-MO/H0002","NDC","JADWAL BARU","1","2022-03-04 09:18:48+07","2022-03-01","2022-03-01","MAKE OVER Eye Liner Pencil Package Black Jack (Pc(s))","Next Process","Done","P-ELPBJ-MO","(not set)",""
"5122","(not set)","EB-PBE-MO1,14G/H0005","EB-PBE-MO1,14G/H0005","NDC","JADWAL BARU","1","2022-03-04 09:18:48+07","2022-03-01","2022-03-04","MAKE OVER Eyebrow Pencil Brown To Earth 1,14 g (Pc(s))","Next Process","Done","EB-PBE-MO1,14G","(not set)",""
"5123","(not set)","P-SH-L/H0001","P-SH-L/H0001","NDC","JADWAL BARU","1","2022-03-04 09:17:34+07","2022-03-01","2022-03-02","LABORÉ Hydrated Barrier Package","Next Process","Done","P-SH-L","(not set)",""
"5124","(not set)","MY-RLREMA16-W/H0008","MY-RLREMA16-W/H0008","NDC","JADWAL BARU","1","2022-03-04 08:39:59+07","2022-03-02","2022-03-04","Malaysia Wardah Exclusive Matte Lipstick 16 Summer Pink 3.5 g","Next Process","Done","MY-RLREMA16-W","(not set)",""
"5125","(not set)","MY-MBSC-EM/H0001","MY-MBSC-EM/H0001","NDC","JADWAL BARU","1","2022-03-04 08:39:59+07","2022-03-02","2022-03-04","Malaysia Emina Bright Stuff Moisturizing Cream 20 ml","Next Process","Done","MY-MBSC-EM","(not set)",""
"5126","(not set)","MY-RBOE02-W/H0006","MY-RBOE02-W/H0006","NDC","JADWAL BARU","1","2022-03-04 08:39:59+07","2022-03-02","2022-03-04","Malaysia Wardah Exclusive Blush On 02 Coral Peach 6.5 g","Next Process","Done","MY-RBOE02-W","(not set)",""
"5127","(not set)","MY-RCUSEFC01-W/H0007","MY-RCUSEFC01-W/H0007","NDC","JADWAL BARU","1","2022-03-04 08:39:59+07","2022-03-02","2022-03-04","Malaysia Wardah Exclusive Flawless Cover Cushion 01 Light Beige 15 g","Next Process","Done","MY-RCUSEFC01-W","(not set)",""
"5128","(not set)","MY-RCUSIPMB13-W/H0003","MY-RCUSIPMB13-W/H0003","NDC","JADWAL BARU","1","2022-03-04 08:39:59+07","2022-03-02","2022-03-04","Malaysia Wardah Instaperfect MINERALIGHT MATTE BB Cushion 13. BEIGE 15 g","Next Process","Done","MY-RCUSIPMB13-W","(not set)",""
"5129","(not set)","MY-FCLCMC-W/H0003","MY-FCLCMC-W/H0003","NDC","JADWAL BARU","1","2022-03-04 08:38:15+07","2022-03-02","2022-03-04","Malaysia Wardah Colorfit Matte Foundation 23W Warm Ivory 25 ml","Next Process","Done","MY-FCLCMC-W","(not set)",""
"5130","(not set)","MY-FCLCMG-W/H0003","MY-FCLCMG-W/H0003","NDC","JADWAL BARU","1","2022-03-04 08:38:15+07","2022-03-02","2022-03-04","Malaysia Wardah Colorfit Matte Foundation 42N Neutral Sand 25 ml","Next Process","Done","MY-FCLCMG-W","(not set)",""
"5131","(not set)","MY-RMPBNS-W/H0004","MY-RMPBNS-W/H0004","NDC","JADWAL BARU","1","2022-03-04 08:38:15+07","2022-03-02","2022-03-04","Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml","Next Process","Done","MY-RMPBNS-W","(not set)",""
"5132","(not set)","MY-TWCCLFTE-W/H0006","MY-TWCCLFTE-W/H0006","NDC","JADWAL BARU","1","2022-03-04 08:38:15+07","2022-03-02","2022-03-04","Malaysia Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g","Next Process","Done","MY-TWCCLFTE-W","(not set)",""
"5133","MO-FW-PBCFLS-BULK/H0023","MY-RFWPBCFBS-W/H0003","MY-RFWPBCFBS-W/H0003","NDC","JADWAL BARU","1","2022-03-04 08:38:15+07","2022-02-24","2022-03-04","Malaysia Wardah Perfect Bright Creamy Foam Brightening + Smoothing 100 ml","Next Process","Done","MY-RFWPBCFBS-W","BI25A",""
"5134","MO-LT-CR02-BULK/H0007","LT-CR02-EM/H0007","LT-CR02-EM/H0007","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-02-26","2022-03-04","Emina Creamytint 02 Peach Crush 3.6 g","Next Process","Done","LT-CR02-EM","BI27A",""
"5135","MO-TC-R3LLF04-BULK/H0018","TC-RR3LLF04-W/H0008","TC-RR3LLF04-W/H0008","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-02-26","2022-03-04","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Next Process","Done","TC-RR3LLF04-W","BI26A",""
"5136","MO-L-LS-SR-BULK/H0012","LB-SR-EM4.2GR/H0012","LB-SR-EM4.2GR/H0012","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-03-01","2022-03-05","Emina Sugar Rush Lip Scrub 4.2 gr (Pc(s))","Next Process","Done","LB-SR-EM4.2GR","CI01A",""
"5137","MO-L-LL17-BULK/H0006","L-LL17-W2.3G/H0006","L-LL17-W2.3G/H0006","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-02-24","2022-03-04","Wardah Lipstick Longlasting 17 Passionate Red 2.3 g","Next Process","Done","L-LL17-W2.3G","BI25B",""
"5138","MO-LT-CR05-BULK/H0006","LT-CR05-EM/H0006","LT-CR05-EM/H0006","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-02-26","2022-03-04","Emina Creamytint 05 Cherry Soda 3.6 g","Next Process","Done","LT-CR05-EM","CI01A",""
"5139","MO-L-CVM09-BULK/H0007","L-CVM09-W/H0007","L-CVM09-W/H0007","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-02-25","2022-03-04","Wardah Colorfit Velvet Matte Lip Mousse 09 Ombre Charmer 4 g","Next Process","Done","L-CVM09-W","BI26A",""
"5140","-","TC-RR3LLF02-W/BSH0002","TC-RR3LLF02-W/BSH0002","NDC","JADWAL BARU","1","2022-03-04 08:35:03+07","2022-03-02","2022-03-04","Wardah Refill Lightening Powder Foundation Light Feel 02 Golden Beige 12 g","Next Process","Done","TC-RR3LLF02-W","(not set)",""
"5141","MO-TC-PC02-BULK/H0024","MY-RTCRE01-W/H0004","MY-RTCRE01-W/H0004","NDC","JADWAL BARU","1","2022-03-04 07:59:16+07","2022-02-26","2022-03-05","Malaysia Wardah Exclusive Two Way Cake 01 Sheer Pink 12 g","Next Process","Done","MY-RTCRE01-W","CI02A",""
"5142","MO-TC-IPMFPF12-BULK/H0011","MY-RTCIPMFPF12-W/H0002","MY-RTCIPMFPF12-W/H0002","NDC","JADWAL BARU","1","2022-03-04 07:58:35+07","2022-02-26","2022-03-04","Malaysia Wardah Instaperfect MATTE FIT Powder Foundation 12 IVORY 13 g","Next Process","Done","MY-RTCIPMFPF12-W","CI01A",""
