"#","Nomo","Snfg","Snfg Komponen","Posisi","Jenis Proses","Lanjutan","Datetime Write","Start","Due","Nama Fg","Process Status","Is Done","Koitem FG","No Batch","Actions"
"90","(not set)","MY-LTMPSM-EM/H0001","MY-LTMPSM-EM/H0001","QC FG","JADWAL BARU","1","2022-04-20 09:18:33+07","2022-04-20","2022-04-20","Malaysia Emina Magic Potion 03 Smitten 5.5 ml","Next Process","Done","MY-LTMPSM-EM","(not set)",""
"91","MO-L-MLCN-BULK/H0009","L-MLCN-OMG/H0007","L-MLCN-OMG/H0007","QC BULK","MASUK SPESIFIKASI","1","2022-04-20 09:18:21+07","2022-04-18","2022-04-20","OMG Oh My Glam Matte Kiss Lip Cream 14 Cappuccino 3.5 g","Next Process","Done","L-MLCN-OMG","DI19A",""
"92","MO-L-SR17AF-BULK/H0009","L-SR17AF-EM/H0009","L-SR17AF-EM/H0009","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 09:15:00+07","2022-04-18","2022-04-20","Emina Sugar Rush Lipstick 17 Apple Fondue 3.8 g","Processing","(not set)","L-SR17AF-EM","DI19A",""
"93","MO-L-CUMKORD-BULK/H0003","L-CUMKORD-W/H0003","L-CUMKORD-W/H0003","PENIMBANGAN","JADWAL BARU","2","2022-04-20 09:13:00+07","2022-04-19","2022-04-22","Wardah Colorfit Ultralight Matte Lipstick 12 Autumn Nami 3.6 g","Next Process","(not set)","L-CUMKORD-W","(not set)",""
"94","MO-L-SR07RS-BULK/H0004","L-SR07RS-EM3.8GR/H0004","L-SR07RS-EM3.8GR/H0004","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 09:11:00+07","2022-04-18","2022-04-20","Emina Sugar Rush Lipstick 07 Raspberry Sorbet 3.8 gr (Pc(s))","Next Process","(not set)","L-SR07RS-EM3.8GR","DI18A",""
"95","MO-LW-W1O-BULK/H0010","LW-W3O-W150ML/H0005","LW-W3O-W150ML/H0005","PENIMBANGAN","JADWAL BARU","2","2022-04-20 09:08:00+07","2022-04-20","2022-04-23","Wardah Soft Body Scrub With Olive 150 ml (Pc(s))","Next Process","(not set)","LW-W3O-W150ML","(not set)",""
"96","MO-M-BSC-BULK/H0031","M-BSC-EM/H0031","M-BSC-EM/H0031","QC BULK","MASUK SPESIFIKASI","1","2022-04-20 09:06:55+07","2022-04-19","2022-04-21","Emina Bright Stuff Moisturizing Cream 20 ml","Next Process","Done","M-BSC-EM","DI20A",""
"97","MO-B-CLCLPC-BULK/H0009","B-CLCLPC-W/H0009","B-CLCLPC-W/H0009","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 08:56:00+07","2022-04-18","2022-04-20","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Processing","(not set)","B-CLCLPC-W","DI19A",""
"98","MO-BO-CLPCS-BULK/H0007","BO-CLPCS-EM3.5GR/H0009","BO-CLPCS-RP-EM3,5GR/H0007","PENIMBANGAN","JADWAL BARU","1","2022-04-20 08:50:00+07","2022-04-20","2022-04-25","Emina Cheek Lit Pressed Blush Sugarcane 3.5 gr (Pc(s))","Next Process","(not set)","BO-CLPCS-EM3.5GR","(not set)",""
"99","MO-SRM-RWSIBS-BULK/H0012","SRM-RWSIBSNP-W/H0001","SRM-RWSIBSNP-W/H0001","KEMAS_2","FILLING","2","2022-04-20 08:49:00+07","2022-04-12","2022-04-21","Wardah Crystal Secret Dark Spot &amp; Brightening Serum 5 ml &lt;SFG&gt;","Processing","(not set)","SRM-RWSIBSNP-W","DI12A",""
"100","MO-L-MLCI-BULK/H0026","L-MLCI-OMG/H0024","L-MLCI-OMG/H0024","PENGOLAHAN","OLAH 1","1","2022-04-20 08:43:00+07","2022-04-19","2022-04-21","OMG OH MY GLAM Matte Kiss Lip Cream 09 Charm 3.5 g","Next Process","(not set)","L-MLCI-OMG","(not set)",""
"101","MO-B-CLCLPC-BULK/H0008","B-CLCLPC-W/H0008","B-CLCLPC-W/H0008","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 08:42:00+07","2022-04-18","2022-04-20","Wardah Colorfit Mattifying Powder 32N Neutral Beige 15 g","Next Process","(not set)","B-CLCLPC-W","DI18A",""
"102","MO-L-CUM03-BULK/H0003","L-CUM03-W/H0003","L-CUM03-W/H0003","NDC","JADWAL BARU","1","2022-04-20 08:39:50+07","2022-04-18","2022-04-20","Wardah Colorfit Ultralight Matte Lipstick 03 Caramel Nude 3.6 g","Next Process","Done","L-CUM03-W","DI18A",""
"103","MO-LT-CR02-BULK/H0011","LT-CR02-EM/H0011","LT-CR02-EM/H0011","NDC","JADWAL BARU","1","2022-04-20 08:39:50+07","2022-04-14","2022-04-21","Emina Creamytint 02 Peach Crush 3.6 g","Next Process","Done","LT-CR02-EM","DI15A",""
"104","MO-LB-EVFSS-BULK/H0013","LB-EVFSS-W4G/H0013","LB-EVFSS-W4G/H0013","NDC","JADWAL BARU","1","2022-04-20 08:39:26+07","2022-04-18","2022-04-22","Wardah Everyday Fruity Sheer Lip Balm Strawberry 4 g","Next Process","Done","LB-EVFSS-W4G","DI19A",""
"105","MO-FW-PBCFLS-BULK/H0046","FW-PBCFLS50-W/H0012","FW-PBCFLS50-W/H0012","KEMAS_2","FILLING-PACKING_INLINE","3","2022-04-20 08:39:00+07","2022-04-11","2022-04-14","Wardah Perfect Bright Creamy Foam Brightening + Smoothing 50 ml (Pc(s))","Processing","(not set)","FW-PBCFLS50-W","DI13A",""
"106","MO-HBL-V3-BULK/H0002","HBL-V3-WL/H0002","HBL-V3-WL/H0002","PENGOLAHAN","OLAH 1","1","2022-04-20 08:35:00+07","2022-04-19","2022-05-09","Wonderly Brightening Serum Body Lotion Voyage 300 ml","Processing","(not set)","HBL-V3-WL","(not set)",""
"107","MO-SS-UVSASP-BULK/H0006","SS-UVSASP-W/H0006","SS-UVSASP-W/H0006","PENGOLAHAN","OLAH 1","1","2022-04-20 08:34:00+07","2022-04-19","2022-04-27","Wardah UV Shield Active Protection Serum SPF 50 35 ml","Processing","(not set)","SS-UVSASP-W","(not set)",""
"108","MO-L-LLS01-BULK/H0009","L-LLS01-EM/H0009","L-LLS01-EM/H0009","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 08:32:00+07","2022-04-18","2022-04-21","Emina Watercolor Lip Serum 01 Dawn 2 g","Processing","(not set)","L-LLS01-EM","(not set)",""
"109","MO-L-REMA09-BULK/H0008","L-REMA09-W/H0008","L-REMA09-W/H0008","PENGOLAHAN","OLAH PREMIX","1","2022-04-20 08:31:00+07","2022-04-19","2022-04-22","Wardah Exclusive Matte Lipstick 09 True Red 3.5 g","Next Process","(not set)","L-REMA09-W","(not set)",""
"110","MO-FT-PHASN2-BULK/H0009","FT-RPHASN2-EM/H0001","FT-RPHASN2-EM/H0001","QC BULK","MASUK SPESIFIKASI","2","2022-04-20 08:26:54+07","2022-04-18","2022-04-21","Emina Ms. Pimple Acne Solution Face Toner 100 ml","Next Process","Done","FT-RPHASN2-EM","DI18A",""
"111","MO-L-REMA12-BULK/H0006","L-REMA12-W/H0006","L-REMA12-W/H0006","PENIMBANGAN","JADWAL BARU","1","2022-04-20 08:25:00+07","2022-04-19","2022-04-25","Wardah Exclusive Matte Lipstick 12 Maroon 3.5 g","Next Process","(not set)","L-REMA12-W","(not set)",""
"112","MO-M-IAB-BULK/H0004","M-IAB-EM50ML/H0004","M-IAB-EM50ML/H0004","NDC","JADWAL BARU","1","2022-04-20 08:24:03+07","2022-04-16","2022-04-20","Emina Moist in A Bottle 50 ml (Pc(s))","Next Process","Done","M-IAB-EM50ML","DI15A",""
"113","MO-PRM-PR-BULK/H0010","PRM-PR-EM20ML/H0010","PRM-PR-EM20ML/H0010","NDC","JADWAL BARU","1","2022-04-20 08:24:03+07","2022-04-16","2022-04-19","Emina Pore Ranger 20 ml (Pc(s))","Next Process","Done","PRM-PR-EM20ML","DI18B",""
"114","MO-B-BSLP-BULK/H0086","B-BSLP-EM/H0090","B-BSLP-EM/H0090","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 08:24:00+07","2022-04-18","2022-04-21","Emina Bright Stuff Loose Powder 55 g","Next Process","(not set)","B-BSLP-EM","DI18B",""
"115","(not set)","L-RCLCLS3-W/H0002","L-RCLCLS3-W/H0002","QC FG","JADWAL BARU","1","2022-04-20 08:19:48+07","2022-04-20","2022-04-21","Wardah Colorfit Fresh Lip Ink Serum 03 High Rise 4 g","Next Process","Done","L-RCLCLS3-W","(not set)",""
"116","MO-HC-NS-BULK/H0007","HC-NS-W170ML/H0007","HC-NS-W170ML/H0007","NDC","JADWAL BARU","1","2022-04-20 08:18:05+07","2022-04-14","2022-04-18","Wardah Nutri Shine Conditioner 170 ml (Pc(s))","Next Process","Done","HC-NS-W170ML","DI16A",""
"117","(not set)","MY-SSUVSLMSN-W/H0004","MY-SSUVSLMSN-W/H0004","KEMAS_2","PACKING","1","2022-04-20 08:18:00+07","2022-04-20","2022-04-25","Malaysia Wardah UV Shield Light Matte Sun Stick 22 g","Processing","(not set)","MY-SSUVSLMSN-W","(not set)",""
"118","MO-FT-NDATE-BULK/H0009","FT-NDATE-W/H0009","FT-NDATE-W/H0009","PENGOLAHAN","OLAH 2","1","2022-04-20 08:15:00+07","2022-04-19","2022-04-21","Wardah Nature Daily Aloe Hydramild Essence Toner 100 ml","Next Process","(not set)","FT-NDATE-W","DI20A",""
"119","MO-L-LLS03-BULK/H0009","L-LLS03-EM/H0009","L-LLS03-EM/H0009","PENGOLAHAN","OLAH 2","1","2022-04-20 08:08:00+07","2022-04-18","2022-04-26","Emina Watercolor Lip Serum 03 Dusk 2 g","Processing","(not set)","L-LLS03-EM","(not set)",""
"120","MO-TWC-CLFTE-BULK/H0007","TWC-CLFTE-W/H0007","TWC-CLFTE-W/H0007","PENGOLAHAN","OLAH 1","2","2022-04-20 08:06:00+07","2022-04-18","2022-04-21","Wardah Colorfit Velvet Powder Foundation 33W Olive Beige 11 g","Next Process","(not set)","TWC-CLFTE-W","(not set)",""
"121","MO-A-PFC-BULK/H0023","A-PFC-W60ML/H0020","A-PFC-W60ML/H0020","PENGOLAHAN","OLAH 1","1","2022-04-20 08:06:00+07","2022-04-19","2022-04-22","Wardah Acnederm Pure Foaming Cleanser 60 ml (Pc(s))","Processing","(not set)","A-PFC-W60ML","(not set)",""
"122","(not set)","L-RCLCLS3-W/H0004","L-RCLCLS3-W/H0004","KEMAS_2","PACKING","1","2022-04-20 08:01:00+07","2022-04-20","2022-04-22","Wardah Colorfit Fresh Lip Ink Serum 03 High Rise 4 g","Processing","(not set)","L-RCLCLS3-W","(not set)",""
"123","MO-MASK-EXPMM-BULK/H0001","MASK-EXPMM-W/H0001","MASK-EXPMM-W/H0001","PENGOLAHAN","OLAH 1","1","2022-04-20 08:01:00+07","2022-04-23","2022-05-16","Wardah EYEXPERT Liftlast Waterproof Mascara 8 ml","Processing","(not set)","MASK-EXPMM-W","(not set)",""
"124","MO-M-RWSDC-BULK/H0017","M-RWSDCN2-W/H0006","M-RWSDCN2-W/H0006","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 08:00:00+07","2022-04-18","2022-04-23","Wardah Crystal Secret Brightening Day Cream 30 g","Processing","(not set)","M-RWSDCN2-W","DI19A",""
"125","MO-EB-DK-DB-BULK/H0012","EB-DK01-MO/BSH0002","EB-DK01-MO/BSH0002/02/01","PENIMBANGAN","JADWAL BARU","1","2022-04-20 07:59:00+07","2022-04-20","2022-04-28","MAKE OVER Eye Brow Definition Kit 01 Dark Brown 6.9 g","Next Process","(not set)","EB-DK01-MO","(not set)",""
"126","MO-A-BPCB-BULK/H0016","MY-RAPBB-W/H0010","MY-RAPBB-W/H0010","PENGOLAHAN","OLAH 2","1","2022-04-20 07:58:00+07","2022-04-19","2022-04-22","Malaysia Wardah Acnederm Pore Blackhead Balm 20 g","Processing","(not set)","MY-RAPBB-W","(not set)",""
"127","MO-LT-CR05-BULK/H0008","LT-CR05-EM/H0008","LT-CR05-EM/H0008","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 07:57:00+07","2022-04-14","2022-04-20","Emina Creamytint 05 Cherry Soda 3.6 g","Processing","(not set)","LT-CR05-EM","DI19A",""
"128","MO-TC-R3LLF04-BULK/H0029","TC-RR3LLF04-W/H0014","TC-RR3LLF04-W/H0014","KEMAS_2","PRESS+FILLING+PACKING","1","2022-04-20 07:56:00+07","2022-04-13","2022-04-21","Wardah Refill Lightening Powder Foundation Light Feel 04 Natural 12 g","Processing","(not set)","TC-RR3LLF04-W","DI18A",""
"129","MO-L-CM07-BULK/H0001","L-CM07-EM5.5GR/H0001","L-CM07-EM5.5GR/H0001","PENIMBANGAN","JADWAL BARU","1","2022-04-20 07:51:00+07","2022-04-19","2022-04-22","Emina Creamatte 07 Tumbleweed 5.5 gr (Pc(s))","Next Process","(not set)","L-CM07-EM5.5GR","(not set)",""
"130","MO-FW-LWF-BULK/H0060","FW-LWFN2-W/H0039","FW-LWFN2-W/H0039","PENGOLAHAN","OLAH 1","1","2022-04-20 07:49:00+07","2022-04-19","2022-04-20","Wardah Lightening Whip Facial Foam 100 ml","Next Process","(not set)","FW-LWFN2-W","DI20A",""
"131","MO-FW-FW01-BULK/H0049","FW-FW01-KA/H0023","FW-FW01-KA/H0023","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 07:49:00+07","2022-04-18","2022-04-20","Kahf Gentle Exfoliating Face Scrub 100 ml","Processing","(not set)","FW-FW01-KA","DI19A",""
"132","MO-L-IMC006-BULK/H0005","L-IMC006-MO6,5G/H0005","L-IMC006-MO6,5G/H0005","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 07:45:00+07","2022-04-18","2022-04-20","MAKE OVER Intense Matte Lip Cream 006 Cosmopolitan 6,5 g (Pc(s))","Processing","(not set)","L-IMC006-MO6,5G","DI19A",""
"133","MO-L-MLCA-BULK/H0014","L-MLCA-OMG/H0014","L-MLCA-OMG/H0014","PENIMBANGAN","JADWAL BARU","1","2022-04-20 07:45:00+07","2022-04-18","2022-04-22","OMG OH MY GLAM Matte Kiss Lip Cream 01 Dreamy 3.5 g","Next Process","(not set)","L-MLCA-OMG","(not set)",""
"134","MO-L-CUMKORB-BULK/H0011","L-CUMKORB-W/H0011","L-CUMKORB-W/H0011","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 07:44:00+07","2022-04-18","2022-04-21","Wardah Colorfit Ultralight Matte Lipstick 10 Stunning Seoul 3.6 g","Processing","(not set)","L-CUMKORB-W","DI18A",""
"135","MO-L-EMC17-BULK/H0003","L-EMC17-W4GR/H0003","L-EMC17-W4GR/H0003","PENGOLAHAN","OLAH 2","1","2022-04-20 07:43:00+07","2022-04-19","2022-04-22","Wardah Exclusive Matte Lip Cream 17 Rosy Cheek 4 gr (Pc(s))","Processing","(not set)","L-EMC17-W4GR","(not set)",""
"136","MO-EL-EXPELB-BULK/H0001","EL-EXPELB-W/H0001","EL-EXPELB-W/H0001","QC BULK","MASUK SPESIFIKASI","2","2022-04-20 07:41:57+07","2022-04-12","2022-05-09","Wardah EYEXPERT Perfect Precision Liner 1 ml","Next Process","Done","EL-EXPELB-W","DI19A",""
"137","MO-BO-CLPPMCB-BULK/H0003","BO-CLPPMCB-EM3.5GR/H0003","BO-CLPPMCB-RP-EM3,5G/H0003","KEMAS_2","PACKING","1","2022-04-20 07:41:00+07","2022-04-14","2022-04-21","Emina Cheek Lit Pressed Blush Cherry Blossoms 3.5 gr (Pc(s))","Processing","(not set)","BO-CLPPMCB-EM3.5GR","DI18A",""
"138","MO-TC-R3LLF01-BULK/H0032","TC-R3LLF01-W/H0020","TC-R3LLF01-W/H0020","KEMAS_2","PRESS+FILLING+PACKING","2","2022-04-20 07:38:00+07","2022-04-18","2022-04-21","Wardah Lightening Powder Foundation Light Feel 01 Light Beige 12 g","Processing","(not set)","TC-R3LLF01-W","DI19A",""
"139","MO-L-CM03-BULK/H0007","L-CM03-EM5.5GR/H0007","L-CM03-EM5.5GR/H0007","PENGOLAHAN","OLAH 1","1","2022-04-20 07:38:00+07","2022-04-19","2022-04-21","Emina Creamatte 03 Mauvelous 5.5 gr (Pc(s))","Next Process","(not set)","L-CM03-EM5.5GR","(not set)",""
"140","MO-CUS-CLPGCD-BULK/H0004","CUS-CLPGCD-W/H0002","CUS-CLPGCD-W/H0002","PENGOLAHAN","OLAH 2","1","2022-04-20 07:35:00+07","2022-04-18","2022-05-09","Wardah Colorfit Perfect Glow Cushion 32N Neutral Beige 15 g","Processing","(not set)","CUS-CLPGCD-W","(not set)",""
"141","MO-REM-MW-BULK/H0002","REM-MW-MO185ML/H0002","REM-MW-MO185ML/H0002","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:34:00+07","2022-04-16","2022-04-21","MAKE OVER Micellar Water 185 ml","Processing","(not set)","REM-MW-MO185ML","DI16A",""
"142","MO-CUS-EFC01-BULK/H0006","CUS-REFC01-W/H0003","CUS-REFC01-W/H0003","KEMAS_2","FILLING-PACKING_INLINE","3","2022-04-20 07:33:00+07","2022-04-14","2022-04-21","Wardah Refill Exclusive Flawless Cover Cushion 01 Light Beige 15 g","Processing","(not set)","CUS-REFC01-W","DI14A",""
"143","MO-L-CUMKORA-BULK/H0001","L-CUMKORA-W/H0001","L-CUMKORA-W/H0001","PENGOLAHAN","OLAH 2","2","2022-04-20 07:33:00+07","2022-04-18","2022-04-21","Wardah Colorfit Ultralight Matte Lipstick 09 Romantic Namsan 3.6 g","Processing","(not set)","L-CUMKORA-W","(not set)",""
"144","MO-FMI-MS-BULK/H0014","FMI-MS-KA/H0014","FMI-MS-KA/H0014","PENGOLAHAN","OLAH 1","1","2022-04-20 07:29:00+07","2022-04-20","2022-04-22","Kahf Everyday Multipurpose Refreshing Spray 100 ml","Processing","(not set)","FMI-MS-KA","(not set)",""
"145","MO-L-IMC009-BULK/H0012","L-IMC009-MO6,5G/H0012","L-IMC009-MO6,5G/H0012","QC BULK","MASUK SPESIFIKASI","1","2022-04-20 07:27:46+07","2022-04-18","2022-04-20","MAKE OVER Intense Matte Lip Cream 009 Posh 6,5 g (Pc(s))","Next Process","Done","L-IMC009-MO6,5G","DI19A",""
"146","MO-BP-RHEDT-BULK/H0009","BP-RHEDT-KA/H0009","BP-RHEDT-KA/H0009","PENGOLAHAN","OLAH 1","1","2022-04-20 07:27:00+07","2022-04-19","2022-04-25","Kahf Revered Oud Eau de Toilette 35 ml","Processing","(not set)","BP-RHEDT-KA","(not set)",""
"147","MO-CUS-CLPGCA-BULK/H0007","CUS-CLPGCA-W/H0004","CUS-CLPGCA-W/H0004","PENGOLAHAN","OLAH 1","2","2022-04-20 07:26:00+07","2022-04-18","2022-04-22","Wardah Colorfit Perfect Glow Cushion 11C Pink Fair 15 g","Processing","(not set)","CUS-CLPGCA-W","(not set)",""
"148","MO-F-BWMM03-BULK/H0001","F-BWMM03-EM/H0001","F-BWMM03-EM/H0001","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:23:00+07","2022-04-16","2022-04-21","Emina Bare with Me Mineral Mild Foundation 03 Caramel 30 ml","Processing","(not set)","F-BWMM03-EM","DI18A",""
"149","","MY-LBLMMC-EM/H0002","MY-LBLMMC-EM/H0002","KEMAS_2","PACKING","1","2022-04-20 07:22:00+07","2022-04-20","2022-04-21","Malaysia Emina Lip Mask Milky Matcha 9 g","Processing","(not set)","MY-LBLMMC-EM","(not set)",""
"150","MO-S-A2L-BULK/H0006","S-P1A2-P450/H0004","S-P1A2-P450/H0004","PENGOLAHAN","OLAH 1","1","2022-04-20 07:22:00+07","2022-04-19","2022-04-22","Putri Pure Clean Shampoo Apple 450 ML (Pc(s))","Next Process","(not set)","S-P1A2-P450","DI20A",""
"151","MO-FT-LFT-BULK/H0058","MY-FTLFT-W/H0019","MY-FTLFT-W/H0019","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:22:00+07","2022-04-16","2022-04-21","Malaysia Wardah Lightening Face Toner 125 ml","Processing","(not set)","MY-FTLFT-W","DI18A",""
"152","MO-FW-LWF-BULK/H0059","FW-LWFN2-W/H0038","FW-LWFN2-W/H0038","PENGOLAHAN","OLAH 1","1","2022-04-20 07:20:00+07","2022-04-19","2022-04-20","Wardah Lightening Whip Facial Foam 100 ml","Next Process","(not set)","FW-LWFN2-W","DI19C",""
"153","(not set)","MY-RMPBNS-W/H0010","MY-RMPBNS-W/H0010","KEMAS_2","PACKING","7","2022-04-20 07:18:00+07","2022-04-18","2022-04-21","Malaysia Wardah Perfect Bright Moisturizer Normal Skin 20 ml","Next Process","(not set)","MY-RMPBNS-W","(not set)",""
"154","","M-MN2-OMG/H0007","M-MN2-OMG/H0007","KEMAS_2","PACKING","7","2022-04-20 07:15:00+07","2022-04-13","2022-04-21","OMG Oh My Glow Peach Glowing Cream 25 g","Processing","(not set)","M-MN2-OMG","(not set)",""
"155","MO-L-MLCL-BULK/H0024","L-MLCL-OMG/H0023","L-MLCL-OMG/H0023","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:12:00+07","2022-04-18","2022-04-20","OMG OH MY GLAM Matte Kiss Lip Cream 12 Scarlet 3.5 g","Processing","(not set)","L-MLCL-OMG","DI18A",""
"156","MO-FW-FW-BULK/H0009","FW-FWN2VC-OMG/H0007","FW-FWN2VC-OMG/H0007","KEMAS_2","FILLING-PACKING_INLINE","4","2022-04-20 07:11:00+07","2022-04-18","2022-04-23","OMG Oh My Glow Peach Glowing Face Wash 50 g","Next Process","(not set)","FW-FWN2VC-OMG","DI18A",""
"157","MO-M-RRYNC-BULK/H0010","M-RRYNCN1-W/H0005","M-RRYNCN1-W/H0005","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:09:00+07","2022-04-18","2022-04-20","Wardah Renew You Night Cream 15 g (Pc(s))","Processing","(not set)","M-RRYNCN1-W","DI18A",""
"158","MO-M-RPBS25-BULK/H0020","M-RPBSPF-W20ML/H0018","M-RPBSPF-W20ML/H0018","KEMAS_2","FILLING-PACKING_INLINE","2","2022-04-20 07:08:00+07","2022-04-18","2022-04-20","Wardah Perfect Bright Moisturizer SPF 28 20 ml","Processing","(not set)","M-RPBSPF-W20ML","DI19A",""
"159","MO-REM-PBTUMW-BULK/H0031","REM-PBTUMW-W/H0028","REM-PBTUMW-W/H0028","KEMAS_2","FILLING-PACKING_INLINE","3","2022-04-20 07:08:00+07","2022-04-16","2022-04-20","Wardah Perfect Bright Tone Up Micellar Water 100 ml","Processing","(not set)","REM-PBTUMW-W","DI18A",""
"160","MO-SRM-DB-BULK/H0005","SRM-DB-WL/H0005","SRM-DB-WL/H0005","KEMAS_2","FILLING","2","2022-04-20 06:34:00+07","2022-04-13","2022-04-26","Wonderly Advanced Brightening Face Serum 15 ml","Next Process","(not set)","SRM-DB-WL","DI14A",""
"161","MO-SS-UVSDS-BULK/H0077","SS-UVSDSPB-W/H0067","SS-UVSDSPB-W/H0067","KEMAS_2","FILLING","1","2022-04-20 06:30:00+07","2022-04-18","2022-04-21","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","(not set)","SS-UVSDSPB-W","DI18A",""
"162","MO-SS-UVSDS-BULK/H0076","SS-UVSDSPB-W/H0066","SS-UVSDSPB-W/H0066","KEMAS_2","PACKING","2","2022-04-20 06:24:00+07","2022-04-14","2022-04-20","Wardah UV Shield Essential Sunscreen Gel SPF 30 (New Blister)","Next Process","(not set)","SS-UVSDSPB-W","DI15A",""
"163","MO-F-LUC02-BULK/H0004","F-LUC02-MO33ML/H0004","F-LUC02-MO33ML/H0004","QC BULK","MASUK SPESIFIKASI","1","2022-04-20 06:23:38+07","2022-04-18","2022-04-21","MAKE OVER Ultra Cover Liquid Matt Foundation 02 Pink Shade 33 ml (pc(s))","Next Process","Done","F-LUC02-MO33ML","DI19A",""
"164","MO-HT-G-BULK/H0024","HT-P1G-P450/H0010","HT-P1G-P450/H0010","QC BULK","MASUK SPESIFIKASI","1","2022-04-20 06:18:36+07","2022-04-19","2022-04-22","Hair Tonic Ginseng, 450 ml","Next Process","Done","HT-P1G-P450","DI19A",""
"165","MO-FW-LWF-BULK/H0058","FW-LWFN1-W/H0011","FW-LWFN1-W/H0011","NDC","JADWAL BARU","1","2022-04-20 06:07:33+07","2022-04-18","2022-04-21","Wardah Lightening Whip Facial Foam 50 ml","Next Process","Done","FW-LWFN1-W","DI19A",""
"166","MO-BP-SBSBM-BULK/H0004","BP-SBSBM-W100ML/H0004","BP-SBSBM-W100ML/H0004","NDC","JADWAL BARU","1","2022-04-20 06:07:33+07","2022-04-14","2022-04-20","Wardah Scentsation Bliss Body Mist 100 ml (Pc(s))","Next Process","Done","BP-SBSBM-W100ML","DI14A",""
"167","MO-L-EMC12-BULK/H0005","L-EMC12-W4GR/H0005","L-EMC12-W4GR/H0005","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 06:02:00+07","2022-04-18","2022-04-21","Wardah Exclusive Matte Lip Cream 12 Plum It Up 4 gr (Pc(s))","Next Process","(not set)","L-EMC12-W4GR","DI18A",""
"168","MO-L-IMC002-BULK/H0008","L-IMC002-MO6,5G/H0008","L-IMC002-MO6,5G/H0008","NDC","JADWAL BARU","1","2022-04-20 05:58:54+07","2022-04-13","2022-04-19","MAKE OVER Intense Matte Lip Cream 002 Heiress 6,5 g (Pc(s))","Next Process","Done","L-IMC002-MO6,5G","DI14A",""
"169","MO-L-IMC004-BULK/H0009","L-IMC004-MO6,5G/H0009","L-IMC004-MO6,5G/H0009","NDC","JADWAL BARU","1","2022-04-20 05:58:54+07","2022-04-14","2022-04-19","MAKE OVER Intense Matte Lip Cream 004 Vanity 6,5 g (Pc(s))","Next Process","Done","L-IMC004-MO6,5G","DI18A",""
"170","MO-B-PT05-BULK/H0008","B-PT05-MO35G/H0008","B-PT05-MO35G/H0008","NDC","JADWAL BARU","1","2022-04-20 05:58:54+07","2022-04-18","2022-04-20","MAKE OVER Silky Smooth Translucent Powder 05 Snow 35 g (Pc(s))","Next Process","Done","B-PT05-MO35G","(not set)",""
"171","MO-L-IMC006-BULK/H0004","L-IMC006-MO6,5G/H0004","L-IMC006-MO6,5G/H0004","NDC","JADWAL BARU","1","2022-04-20 05:58:54+07","2022-04-14","2022-04-20","MAKE OVER Intense Matte Lip Cream 006 Cosmopolitan 6,5 g (Pc(s))","Next Process","Done","L-IMC006-MO6,5G","DI14A",""
"172","MO-B-PT01-BULK/H0020","B-PT01-MO35G/H0020","B-PT01-MO35G/H0020","NDC","JADWAL BARU","1","2022-04-20 05:58:54+07","2022-04-14","2022-04-20","MAKE OVER Silky Smooth Translucent Powder 01 Porcelain 35 g (Pc(s))","Next Process","Done","B-PT01-MO35G","DI18A",""
"173","MO-L-CVM06-BULK/H0003","L-CVM06-W/H0003","L-CVM06-W/H0003","KEMAS_2","FILLING-PACKING_INLINE","1","2022-04-20 05:58:00+07","2022-04-18","2022-04-26","Wardah Colorfit Velvet Matte Lip Mousse 06 Fuchsia Lover 4 g","Next Process","(not set)","L-CVM06-W","DI19A",""
"174","MO-BO-CLBSPE-BULK/H0001","BO-CLBSPE-EM/H0001","BO-CLBSPE-EM/H0001","QC FG","JADWAL BARU","1","2022-04-20 05:57:12+07","2022-04-14","2022-04-19","Emina Cheek Lit Blush Stick Peach 7 g","Next Process","Done","BO-CLBSPE-EM","DI14A",""
"175","MO-L-EMC08-BULK/H0013","L-EMC08-W4GR/H0011","L-EMC08-W4GR/H0011","PENGOLAHAN","OLAH PREMIX","1","2022-04-20 05:56:00+07","2022-04-20","2022-04-25","Wardah Exclusive Matte Lip Cream 08 Pinkcredible 4 gr (Pc(S))","Next Process","(not set)","L-EMC08-W4GR","(not set)",""
